usage_id,account_id,feature_name,events_count,active_users,event_date
1180,2,dashboard_export,6,21,2023-02-21
1181,139,chat_completion,1,27,2023-05-23
1182,51,code_assist,5,33,2023-04-04
1183,154,code_assist,7,19,2023-03-12
1184,492,dashboard_export,3,13,2023-01-11
1185,493,dashboard_export,5,29,2023-05-29
1186,364,dashboard_export,3,29,2023-02-06
1187,457,data_insights,2,8,2023-04-04
1188,473,dashboard_export,6,42,2023-02-13
1189,129,code_assist,6,33,2023-03-24
1190,394,code_assist,5,36,2023-04-10
1191,427,dashboard_export,6,14,2023-04-03
1192,213,chat_completion,2,31,2023-02-03
1193,495,code_assist,3,8,2023-06-27
1194,283,chat_completion,4,15,2023-01-19
1195,413,chat_completion,4,50,2023-02-12
1196,193,dashboard_export,6,43,2023-02-28
1197,34,chat_completion,5,31,2023-01-11
1198,302,chat_completion,7,11,2023-03-05
1199,237,chat_completion,5,37,2023-05-18
1200,394,chat_completion,5,15,2023-05-17
1201,408,chat_completion,5,32,2023-02-27
1202,13,code_assist,3,14,2023-02-17
1203,10,code_assist,7,2,2023-03-23
1204,8,code_assist,9,50,2023-01-01
1205,363,chat_completion,4,6,2023-03-20
1206,254,chat_completion,7,50,2023-06-25
1207,290,code_assist,3,47,2023-06-06
1208,189,chat_completion,6,6,2023-05-14
1209,282,dashboard_export,5,36,2023-02-07
1210,238,data_insights,3,13,2023-06-08
1211,275,dashboard_export,7,40,2023-01-16
1212,492,code_assist,4,16,2023-03-05
1213,269,data_insights,0,33,2023-01-15
1214,302,data_insights,8,2,2023-02-02
1215,230,dashboard_export,3,33,2023-02-06
1216,416,data_insights,7,32,2023-02-09
1217,21,data_insights,7,15,2023-01-02
1218,380,code_assist,8,49,2023-01-15
1219,390,chat_completion,5,1,2023-04-24
1220,33,dashboard_export,2,48,2023-06-01
1221,83,data_insights,6,42,2023-02-14
1222,342,data_insights,8,34,2023-01-05
1223,230,data_insights,6,29,2023-05-01
1224,498,data_insights,6,25,2023-06-14
1225,433,dashboard_export,5,19,2023-04-17
1226,338,data_insights,5,8,2023-06-27
1227,148,dashboard_export,8,1,2023-02-04
1228,251,code_assist,8,29,2023-06-07
1229,296,dashboard_export,8,46,2023-05-27
1230,364,code_assist,9,46,2023-03-21
1231,298,code_assist,6,26,2023-03-19
1232,58,data_insights,7,32,2023-01-01
1233,458,dashboard_export,5,6,2023-04-12
1234,305,chat_completion,9,11,2023-03-03
1235,24,data_insights,12,7,2023-02-16
1236,201,code_assist,4,49,2023-04-29
1237,289,chat_completion,10,30,2023-05-05
1238,281,chat_completion,3,48,2023-05-06
1239,285,data_insights,2,30,2023-01-22
1240,496,chat_completion,9,23,2023-02-02
1241,85,chat_completion,3,36,2023-04-06
1242,266,data_insights,4,22,2023-05-10
1243,170,dashboard_export,8,21,2023-03-01
1244,165,dashboard_export,6,2,2023-04-18
1245,267,chat_completion,5,31,2023-05-30
1246,50,chat_completion,8,12,2023-03-13
1247,185,chat_completion,4,15,2023-02-13
1248,351,code_assist,5,27,2023-05-04
1249,276,dashboard_export,6,5,2023-03-16
1250,77,code_assist,8,41,2023-03-05
1251,447,code_assist,4,10,2023-04-19
1252,278,chat_completion,3,43,2023-01-16
1253,342,chat_completion,8,23,2023-05-11
1254,73,code_assist,3,27,2023-03-05
1255,118,dashboard_export,2,23,2023-02-22
1256,219,dashboard_export,8,21,2023-02-17
1257,169,data_insights,4,39,2023-06-28
1258,263,chat_completion,10,3,2023-03-14
1259,191,chat_completion,1,44,2023-04-23
1260,164,dashboard_export,8,10,2023-03-16
1261,136,chat_completion,8,27,2023-04-09
1262,10,dashboard_export,6,9,2023-04-15
1263,391,chat_completion,4,41,2023-03-08
1264,148,data_insights,4,11,2023-01-08
1265,311,dashboard_export,4,29,2023-05-05
1266,390,data_insights,3,33,2023-04-03
1267,137,dashboard_export,5,12,2023-02-01
1268,285,code_assist,4,47,2023-06-03
1269,429,dashboard_export,9,29,2023-03-11
1270,300,chat_completion,6,36,2023-05-15
1271,246,code_assist,7,31,2023-02-18
1272,137,code_assist,3,33,2023-03-19
1273,273,code_assist,4,37,2023-05-13
1274,314,dashboard_export,4,43,2023-06-22
1275,63,dashboard_export,2,19,2023-02-13
1276,311,dashboard_export,2,44,2023-05-21
1277,136,data_insights,4,49,2023-02-25
1278,97,code_assist,7,17,2023-05-24
1279,477,code_assist,4,40,2023-03-08
1280,411,chat_completion,8,34,2023-04-26
1281,264,chat_completion,3,23,2023-01-10
1282,131,data_insights,5,40,2023-05-03
1283,482,dashboard_export,5,28,2023-03-12
1284,217,dashboard_export,7,49,2023-03-04
1285,357,code_assist,3,43,2023-01-22
1286,6,data_insights,4,37,2023-06-13
1287,382,data_insights,3,22,2023-03-08
1288,416,dashboard_export,5,28,2023-06-15
1289,403,code_assist,6,24,2023-05-08
1290,470,dashboard_export,6,12,2023-04-09
1291,23,code_assist,6,30,2023-02-18
1292,98,dashboard_export,6,17,2023-01-14
1293,160,chat_completion,9,32,2023-03-20
1294,83,dashboard_export,6,31,2023-03-08
1295,378,chat_completion,4,48,2023-02-27
1296,278,dashboard_export,11,37,2023-01-21
1297,358,dashboard_export,5,15,2023-04-21
1298,293,chat_completion,6,2,2023-06-03
1299,497,dashboard_export,7,38,2023-06-06
1300,169,dashboard_export,7,13,2023-06-07
1301,385,code_assist,4,33,2023-03-14
1302,208,chat_completion,1,29,2023-01-10
1303,448,code_assist,5,10,2023-04-05
1304,58,data_insights,6,40,2023-05-16
1305,156,dashboard_export,6,50,2023-06-08
1306,73,chat_completion,7,49,2023-05-01
1307,206,chat_completion,13,16,2023-05-04
1308,264,data_insights,3,45,2023-06-14
1309,304,data_insights,6,28,2023-03-24
1310,241,chat_completion,5,27,2023-01-29
1311,405,data_insights,2,43,2023-04-21
1312,180,chat_completion,3,14,2023-06-02
1313,274,code_assist,6,16,2023-03-29
1314,93,dashboard_export,7,48,2023-03-04
1315,331,dashboard_export,4,1,2023-03-27
1316,189,chat_completion,4,40,2023-05-08
1317,341,code_assist,5,35,2023-03-01
1318,167,code_assist,0,22,2023-02-08
1319,151,data_insights,2,22,2023-02-02
1320,180,code_assist,11,13,2023-03-19
1321,322,data_insights,6,42,2023-03-01
1322,246,chat_completion,4,26,2023-04-28
1323,276,data_insights,8,18,2023-05-25
1324,290,code_assist,3,29,2023-01-15
1325,267,code_assist,5,27,2023-01-31
1326,474,dashboard_export,3,43,2023-02-01
1327,2,dashboard_export,6,25,2023-06-27
1328,231,dashboard_export,5,2,2023-02-02
1329,293,code_assist,3,15,2023-05-17
1330,67,dashboard_export,7,45,2023-05-15
1331,418,chat_completion,6,7,2023-02-16
1332,459,chat_completion,3,23,2023-05-25
1333,370,data_insights,5,21,2023-03-01
1334,465,data_insights,2,22,2023-02-15
1335,461,chat_completion,7,5,2023-01-12
1336,424,dashboard_export,4,18,2023-02-18
1337,286,code_assist,7,8,2023-06-13
1338,396,code_assist,6,20,2023-04-28
1339,329,code_assist,5,47,2023-06-11
1341,49,chat_completion,3,17,2023-03-12
1342,9,chat_completion,1,18,2023-02-07
1343,466,code_assist,4,48,2023-04-20
1344,334,dashboard_export,3,27,2023-03-26
1345,374,data_insights,9,23,2023-05-21
1346,91,dashboard_export,3,48,2023-06-18
1347,133,chat_completion,5,18,2023-02-14
1348,179,dashboard_export,3,1,2023-02-15
1349,28,code_assist,5,24,2023-01-17
1350,479,dashboard_export,6,37,2023-02-20
1351,284,code_assist,3,22,2023-02-16
1352,430,chat_completion,7,12,2023-03-23
1353,2,data_insights,4,18,2023-04-28
1354,417,data_insights,5,40,2023-05-16
1355,34,dashboard_export,4,17,2023-04-20
1356,29,dashboard_export,7,30,2023-04-18
1357,76,chat_completion,4,49,2023-01-27
1358,105,dashboard_export,8,42,2023-01-02
1359,241,data_insights,8,18,2023-03-31
1360,3,dashboard_export,3,36,2023-03-31
1361,307,dashboard_export,7,48,2023-02-15
1362,393,chat_completion,4,7,2023-06-18
1363,274,chat_completion,6,46,2023-05-30
1364,358,data_insights,7,32,2023-01-22
1365,444,code_assist,9,2,2023-01-17
1366,325,code_assist,6,43,2023-05-15
1367,462,dashboard_export,5,8,2023-03-11
1368,491,code_assist,5,7,2023-06-02
1369,289,dashboard_export,7,36,2023-06-15
1370,455,chat_completion,0,15,2023-02-23
1371,203,code_assist,7,42,2023-05-01
1372,93,chat_completion,10,39,2023-06-05
1373,370,code_assist,4,47,2023-06-16
1374,103,chat_completion,6,32,2023-01-17
1375,10,chat_completion,5,31,2023-05-10
1376,359,data_insights,6,6,2023-01-04
1377,471,chat_completion,3,10,2023-06-24
1378,221,code_assist,3,22,2023-01-26
1379,322,chat_completion,1,30,2023-01-09
1380,341,dashboard_export,4,39,2023-05-10
1381,19,chat_completion,3,23,2023-03-24
1382,110,chat_completion,1,3,2023-05-15
1383,419,data_insights,4,43,2023-02-08
1384,401,data_insights,2,29,2023-06-23
1385,55,code_assist,6,1,2023-05-23
1386,212,dashboard_export,4,22,2023-03-04
1387,412,data_insights,7,31,2023-03-15
1388,233,dashboard_export,2,34,2023-05-31
1389,463,code_assist,2,11,2023-04-02
1390,205,code_assist,5,39,2023-06-11
1391,439,data_insights,5,44,2023-06-04
1392,136,chat_completion,0,10,2023-05-14
1393,174,data_insights,3,22,2023-01-07
1394,191,code_assist,10,19,2023-05-29
1395,175,code_assist,7,43,2023-06-28
1396,417,dashboard_export,0,36,2023-01-23
1397,317,data_insights,4,37,2023-04-23
1398,341,code_assist,3,13,2023-06-13
1399,450,data_insights,5,8,2023-01-19
1400,306,chat_completion,7,22,2023-04-24
1401,355,dashboard_export,4,3,2023-01-22
1402,427,data_insights,5,17,2023-06-12
1403,46,chat_completion,5,9,2023-01-15
1404,421,code_assist,6,15,2023-03-08
1405,252,chat_completion,5,12,2023-03-15
1406,47,chat_completion,4,48,2023-06-07
1407,98,chat_completion,5,50,2023-02-24
1408,366,dashboard_export,5,3,2023-01-13
1409,287,data_insights,5,45,2023-02-26
1410,419,dashboard_export,5,23,2023-04-19
1411,131,data_insights,5,31,2023-01-21
1412,435,data_insights,10,27,2023-06-21
1413,216,chat_completion,0,43,2023-06-12
1414,45,chat_completion,2,43,2023-01-16
1415,308,chat_completion,3,36,2023-06-04
1416,146,data_insights,8,14,2023-01-04
1417,91,chat_completion,7,1,2023-02-13
1418,388,data_insights,2,23,2023-02-10
1419,427,dashboard_export,7,2,2023-06-14
1420,321,code_assist,5,21,2023-02-15
1421,148,dashboard_export,4,39,2023-03-01
1422,335,dashboard_export,0,17,2023-04-09
1423,414,chat_completion,4,22,2023-02-02
1424,491,dashboard_export,5,49,2023-02-16
1425,71,code_assist,4,2,2023-01-29
1426,421,chat_completion,7,33,2023-02-01
1427,357,code_assist,3,2,2023-01-03
1428,417,dashboard_export,3,8,2023-04-04
1429,398,dashboard_export,5,14,2023-05-01
1430,49,dashboard_export,2,5,2023-05-02
1431,36,code_assist,6,32,2023-03-21
1432,376,data_insights,4,17,2023-05-10
1433,269,data_insights,5,10,2023-05-04
1434,55,data_insights,2,20,2023-06-03
1435,442,code_assist,3,18,2023-01-07
1436,377,code_assist,7,10,2023-06-05
1438,90,chat_completion,2,23,2023-03-22
1439,67,dashboard_export,6,28,2023-05-12
1440,320,code_assist,7,38,2023-02-22
1441,128,data_insights,5,12,2023-02-20
1442,414,code_assist,4,2,2023-02-15
1443,78,data_insights,6,11,2023-03-04
1444,264,code_assist,4,21,2023-02-19
1445,10,code_assist,4,21,2023-05-18
1446,242,code_assist,5,4,2023-06-03
1447,155,data_insights,5,48,2023-03-14
1448,308,dashboard_export,4,40,2023-06-01
1449,116,data_insights,5,7,2023-03-10
1450,345,code_assist,6,32,2023-02-22
1451,366,code_assist,7,41,2023-01-25
1452,40,code_assist,6,9,2023-02-16
1453,313,chat_completion,3,5,2023-02-11
1454,177,data_insights,4,45,2023-06-22
1455,100,data_insights,0,46,2023-03-02
1456,262,dashboard_export,7,14,2023-05-23
1457,333,chat_completion,6,35,2023-01-23
1458,425,data_insights,2,28,2023-04-12
1459,69,chat_completion,5,2,2023-06-20
1460,50,dashboard_export,5,27,2023-06-06
1461,29,data_insights,5,8,2023-06-12
1462,167,code_assist,4,13,2023-01-31
1463,287,code_assist,3,8,2023-05-19
1464,427,chat_completion,5,46,2023-03-29
1465,80,code_assist,1,34,2023-03-12
1466,75,chat_completion,3,31,2023-01-25
1467,430,dashboard_export,2,40,2023-04-28
1468,277,data_insights,5,41,2023-03-01
1469,174,data_insights,3,30,2023-06-16
1470,371,data_insights,4,28,2023-04-06
1471,195,dashboard_export,4,7,2023-01-25
1472,225,chat_completion,4,8,2023-06-27
1473,99,chat_completion,11,18,2023-04-17
1474,15,chat_completion,3,27,2023-02-27
1475,451,chat_completion,5,24,2023-01-27
1476,309,dashboard_export,7,25,2023-05-06
1477,281,dashboard_export,4,11,2023-05-17
1478,456,data_insights,8,9,2023-04-21
1479,314,data_insights,5,18,2023-04-09
1480,318,chat_completion,5,40,2023-04-14
1481,127,chat_completion,3,8,2023-01-13
1482,193,chat_completion,4,26,2023-02-22
1483,216,code_assist,6,11,2023-05-10
1484,30,dashboard_export,4,7,2023-03-26
1485,152,dashboard_export,0,15,2023-02-28
1486,480,dashboard_export,2,43,2023-02-15
1487,351,chat_completion,4,12,2023-04-23
1488,176,data_insights,2,29,2023-06-24
1489,41,code_assist,3,18,2023-05-28
1490,137,chat_completion,3,3,2023-04-07
1491,468,chat_completion,1,28,2023-02-24
1492,56,data_insights,5,31,2023-01-21
1493,104,chat_completion,2,7,2023-06-07
1494,110,data_insights,5,8,2023-01-14
1495,147,data_insights,7,32,2023-02-24
1496,157,data_insights,6,22,2023-03-21
1497,382,chat_completion,3,43,2023-04-14
1498,361,chat_completion,6,1,2023-03-07
1499,75,dashboard_export,4,30,2023-02-26
1500,471,dashboard_export,5,10,2023-05-16
1501,20,dashboard_export,4,8,2023-05-09
1502,286,data_insights,2,16,2023-04-02
1503,105,dashboard_export,7,18,2023-06-24
1504,293,chat_completion,6,32,2023-05-14
1505,326,dashboard_export,9,7,2023-06-16
1506,46,code_assist,11,23,2023-02-06
1507,44,chat_completion,3,4,2023-03-03
1508,188,dashboard_export,10,38,2023-02-11
1509,469,data_insights,9,30,2023-01-06
1510,291,chat_completion,5,39,2023-06-16
1511,393,data_insights,3,17,2023-06-21
1512,94,dashboard_export,2,26,2023-04-06
1513,469,code_assist,4,27,2023-04-09
1514,149,data_insights,4,35,2023-06-22
1515,132,data_insights,2,22,2023-01-20
1516,229,code_assist,3,30,2023-03-27
1517,220,code_assist,3,17,2023-06-01
1518,344,dashboard_export,1,24,2023-02-18
1519,233,data_insights,2,32,2023-05-09
1520,431,code_assist,4,43,2023-04-22
1521,123,data_insights,8,28,2023-01-02
1522,445,dashboard_export,5,32,2023-01-06
1523,464,data_insights,10,47,2023-04-08
1524,34,data_insights,3,46,2023-06-27
1525,446,chat_completion,5,13,2023-01-18
1526,28,data_insights,5,30,2023-06-25
1527,361,dashboard_export,3,14,2023-05-17
1528,82,data_insights,3,26,2023-03-20
1529,399,chat_completion,2,46,2023-02-26
1530,299,code_assist,7,43,2023-05-01
1531,297,code_assist,5,21,2023-06-03
1532,96,dashboard_export,3,17,2023-01-21
1533,361,chat_completion,4,15,2023-04-06
1534,275,chat_completion,6,49,2023-06-12
1535,488,data_insights,6,19,2023-05-29
1536,360,code_assist,4,50,2023-05-26
1537,72,code_assist,3,29,2023-05-11
1538,191,code_assist,2,12,2023-02-19
1539,88,data_insights,9,16,2023-04-27
1540,405,code_assist,8,1,2023-04-01
1541,396,dashboard_export,10,16,2023-05-29
1542,78,code_assist,2,40,2023-01-26
1543,6,code_assist,1,37,2023-02-16
1544,180,code_assist,4,29,2023-02-16
1545,43,chat_completion,5,4,2023-02-23
1546,350,dashboard_export,3,35,2023-03-02
1547,376,data_insights,1,33,2023-01-09
1548,7,chat_completion,6,31,2023-06-26
1549,118,data_insights,2,23,2023-05-06
1550,245,data_insights,6,42,2023-04-14
1551,385,code_assist,2,34,2023-03-11
1552,60,dashboard_export,6,17,2023-02-06
1553,206,data_insights,4,37,2023-04-27
1554,34,code_assist,2,18,2023-04-07
1555,264,dashboard_export,2,33,2023-04-22
1556,403,dashboard_export,5,44,2023-02-14
1557,429,dashboard_export,5,20,2023-01-29
1558,149,data_insights,5,49,2023-04-24
1559,201,data_insights,9,18,2023-03-15
1560,477,chat_completion,5,47,2023-05-16
1561,283,dashboard_export,5,16,2023-02-12
1562,346,dashboard_export,7,40,2023-02-13
1563,288,code_assist,4,41,2023-02-11
1564,29,code_assist,5,27,2023-05-08
1565,251,chat_completion,6,16,2023-05-22
1566,156,data_insights,5,5,2023-06-24
1567,106,dashboard_export,4,39,2023-06-06
1568,59,dashboard_export,2,33,2023-04-01
1569,489,data_insights,6,49,2023-04-13
1570,107,chat_completion,8,49,2023-03-14
1571,35,data_insights,5,40,2023-02-28
1572,433,code_assist,6,20,2023-03-27
1573,468,dashboard_export,9,43,2023-01-26
1574,196,dashboard_export,3,31,2023-02-01
1575,154,chat_completion,3,19,2023-04-28
1576,23,chat_completion,1,20,2023-05-14
1577,59,data_insights,6,23,2023-05-14
1578,162,code_assist,5,41,2023-02-04
1579,179,chat_completion,6,5,2023-03-06
1580,342,chat_completion,5,2,2023-06-18
1581,458,dashboard_export,4,23,2023-04-02
1582,164,dashboard_export,5,25,2023-02-08
1583,325,chat_completion,6,29,2023-02-02
1584,102,chat_completion,4,29,2023-02-02
1585,369,data_insights,7,1,2023-04-28
1586,234,dashboard_export,4,22,2023-01-28
1587,69,chat_completion,4,19,2023-01-23
1588,283,dashboard_export,3,37,2023-05-14
1589,368,chat_completion,6,35,2023-05-04
1590,127,chat_completion,5,42,2023-04-02
1591,28,code_assist,7,9,2023-04-24
1592,196,data_insights,5,1,2023-03-12
1593,363,code_assist,3,46,2023-06-02
1594,315,dashboard_export,1,9,2023-01-04
1595,462,code_assist,8,47,2023-05-13
1596,441,data_insights,6,49,2023-03-25
1597,139,data_insights,5,12,2023-06-27
1598,450,code_assist,4,47,2023-06-20
1599,374,chat_completion,5,45,2023-03-22
1600,364,code_assist,4,5,2023-02-01
1601,3,code_assist,5,16,2023-05-02
1602,184,code_assist,3,3,2023-01-14
1603,367,data_insights,9,3,2023-01-22
1604,286,code_assist,2,10,2023-06-26
1605,418,code_assist,6,40,2023-05-15
1606,231,code_assist,2,23,2023-02-23
1607,31,dashboard_export,7,17,2023-06-27
1608,154,code_assist,5,4,2023-06-28
1609,289,dashboard_export,8,23,2023-06-24
1610,168,data_insights,8,7,2023-06-26
1611,91,dashboard_export,4,48,2023-06-19
1612,279,data_insights,8,33,2023-01-20
1613,347,code_assist,3,33,2023-04-14
1614,487,dashboard_export,6,16,2023-04-10
1615,153,data_insights,5,19,2023-05-23
1616,93,data_insights,3,18,2023-01-01
1617,234,data_insights,2,26,2023-02-23
1618,202,chat_completion,3,7,2023-06-27
1619,274,data_insights,4,45,2023-04-11
1620,487,code_assist,4,14,2023-03-15
1621,127,data_insights,5,47,2023-03-24
1622,110,dashboard_export,3,23,2023-04-04
1623,382,data_insights,4,39,2023-04-28
1624,305,data_insights,0,19,2023-01-22
1625,6,dashboard_export,4,16,2023-06-11
1626,188,chat_completion,4,28,2023-06-23
1627,36,chat_completion,3,25,2023-05-16
1628,175,data_insights,4,46,2023-04-13
1629,130,data_insights,5,50,2023-04-28
1630,353,dashboard_export,4,3,2023-01-31
1631,190,code_assist,2,14,2023-02-03
1632,63,dashboard_export,3,49,2023-05-05
1633,294,code_assist,7,38,2023-04-09
1634,262,dashboard_export,6,2,2023-02-26
1635,291,data_insights,6,45,2023-01-10
1636,334,code_assist,5,45,2023-06-23
1637,149,code_assist,5,1,2023-04-29
1638,332,data_insights,6,8,2023-03-30
1639,419,chat_completion,7,30,2023-02-16
1640,469,chat_completion,6,31,2023-06-24
1641,167,chat_completion,8,23,2023-04-30
1642,75,dashboard_export,3,7,2023-01-14
1643,228,dashboard_export,3,1,2023-04-20
1644,44,chat_completion,2,21,2023-02-12
1645,83,chat_completion,3,34,2023-05-22
1646,229,code_assist,5,41,2023-03-24
1647,101,dashboard_export,7,2,2023-03-17
1648,397,dashboard_export,4,36,2023-02-10
1649,386,chat_completion,5,48,2023-02-14
1650,444,dashboard_export,4,33,2023-03-23
1651,152,code_assist,5,13,2023-06-09
1652,241,dashboard_export,12,32,2023-05-02
1653,83,chat_completion,1,39,2023-04-20
1654,450,chat_completion,9,48,2023-06-09
1655,313,chat_completion,4,36,2023-04-29
1656,271,data_insights,8,48,2023-05-04
1657,101,dashboard_export,4,22,2023-01-17
1658,452,chat_completion,5,28,2023-01-05
1659,303,code_assist,6,4,2023-05-02
1660,359,dashboard_export,3,46,2023-02-25
1661,344,data_insights,4,20,2023-01-22
1662,443,dashboard_export,9,7,2023-05-06
1663,294,data_insights,5,31,2023-06-11
1664,160,dashboard_export,8,33,2023-05-24
1665,268,dashboard_export,5,43,2023-05-22
1666,74,data_insights,8,29,2023-03-29
1667,500,code_assist,7,15,2023-04-04
1668,29,dashboard_export,7,27,2023-03-01
1669,74,chat_completion,5,10,2023-04-04
1670,411,chat_completion,6,12,2023-04-24
1671,79,chat_completion,4,18,2023-06-18
1672,283,chat_completion,5,46,2023-04-20
1673,422,chat_completion,6,4,2023-03-19
1674,456,dashboard_export,3,20,2023-04-25
1675,12,chat_completion,4,20,2023-03-07
1676,391,chat_completion,5,4,2023-03-23
1677,17,data_insights,7,28,2023-03-19
1678,226,code_assist,3,1,2023-05-10
1679,232,chat_completion,3,23,2023-02-14
1680,113,code_assist,4,33,2023-06-10
1681,178,chat_completion,1,14,2023-05-22
1682,406,dashboard_export,4,29,2023-04-22
1683,67,code_assist,5,31,2023-01-25
1684,284,data_insights,4,40,2023-03-21
1685,265,data_insights,7,26,2023-06-09
1686,256,dashboard_export,2,8,2023-02-13
1687,363,code_assist,3,42,2023-03-26
1688,180,data_insights,3,47,2023-05-21
1689,159,code_assist,3,34,2023-04-29
1690,174,chat_completion,6,39,2023-01-26
1691,387,chat_completion,6,26,2023-02-02
1692,314,chat_completion,3,28,2023-03-28
1693,280,dashboard_export,3,25,2023-06-01
1694,17,data_insights,7,40,2023-06-21
1695,365,dashboard_export,1,3,2023-06-11
1696,163,dashboard_export,0,50,2023-05-06
1697,108,dashboard_export,3,30,2023-03-04
1698,294,dashboard_export,4,41,2023-01-11
1699,238,chat_completion,3,5,2023-03-31
1700,154,code_assist,1,17,2023-04-19
1701,143,dashboard_export,7,17,2023-03-31
1702,195,code_assist,10,46,2023-02-04
1703,17,dashboard_export,6,41,2023-03-27
1704,27,dashboard_export,5,9,2023-01-10
1705,80,dashboard_export,6,42,2023-06-18
1706,200,data_insights,6,9,2023-05-17
1707,109,dashboard_export,4,11,2023-05-30
1708,306,data_insights,7,6,2023-06-18
1709,97,code_assist,2,14,2023-06-25
1710,194,code_assist,4,25,2023-03-17
1711,220,dashboard_export,5,14,2023-05-29
1712,163,chat_completion,6,40,2023-06-26
1713,293,data_insights,6,5,2023-03-20
1714,377,code_assist,4,22,2023-04-01
1715,459,data_insights,3,13,2023-02-25
1716,157,data_insights,12,17,2023-04-12
1717,41,data_insights,5,28,2023-05-04
1718,179,dashboard_export,3,20,2023-06-08
1719,112,dashboard_export,5,32,2023-05-09
1720,205,data_insights,8,3,2023-05-25
1721,209,chat_completion,3,15,2023-02-22
1722,197,data_insights,5,4,2023-04-30
1723,280,dashboard_export,10,41,2023-03-25
1724,406,data_insights,3,45,2023-02-08
1725,457,code_assist,3,10,2023-01-29
1726,390,dashboard_export,2,40,2023-05-22
1727,475,data_insights,6,47,2023-06-06
1728,373,dashboard_export,7,13,2023-01-17
1729,31,dashboard_export,6,14,2023-03-19
1730,390,dashboard_export,3,17,2023-02-07
1731,357,code_assist,3,25,2023-05-26
1732,113,code_assist,7,17,2023-06-23
1733,228,dashboard_export,3,21,2023-06-17
1734,453,chat_completion,5,34,2023-06-04
1735,24,dashboard_export,6,13,2023-01-04
1736,400,dashboard_export,4,2,2023-04-12
1737,459,chat_completion,3,38,2023-04-30
1738,416,code_assist,5,33,2023-01-05
1739,275,chat_completion,2,39,2023-02-09
1740,419,data_insights,5,36,2023-02-08
1741,485,chat_completion,5,27,2023-04-02
1742,293,data_insights,4,18,2023-04-17
1743,210,dashboard_export,5,22,2023-03-21
1744,318,code_assist,8,50,2023-02-27
1745,25,dashboard_export,2,36,2023-05-31
1746,222,data_insights,6,25,2023-05-20
1747,26,data_insights,5,46,2023-03-07
1748,412,chat_completion,5,45,2023-03-19
1749,381,chat_completion,2,23,2023-05-09
1750,242,data_insights,4,18,2023-06-23
1751,361,dashboard_export,3,36,2023-06-25
1752,47,dashboard_export,4,3,2023-01-28
1753,139,dashboard_export,2,9,2023-05-09
1754,452,chat_completion,4,49,2023-03-23
1755,29,code_assist,6,2,2023-04-12
1756,320,data_insights,7,42,2023-04-30
1757,54,data_insights,5,8,2023-06-29
1758,157,chat_completion,3,30,2023-03-02
1759,15,data_insights,4,37,2023-01-28
1760,417,data_insights,3,40,2023-06-11
1761,27,dashboard_export,6,38,2023-02-12
1762,204,data_insights,0,38,2023-04-09
1763,91,dashboard_export,4,32,2023-03-02
1764,332,code_assist,9,24,2023-02-02
1765,280,chat_completion,1,40,2023-01-29
1766,289,dashboard_export,5,26,2023-04-04
1767,430,dashboard_export,4,5,2023-01-26
1768,313,dashboard_export,7,2,2023-03-11
1769,23,code_assist,4,32,2023-02-16
1770,47,code_assist,5,31,2023-01-11
1771,321,dashboard_export,3,41,2023-02-13
1772,324,dashboard_export,2,29,2023-03-16
1773,289,code_assist,4,5,2023-01-26
1774,384,chat_completion,4,31,2023-02-08
1775,240,code_assist,1,37,2023-01-14
1776,360,data_insights,4,41,2023-03-30
1777,62,data_insights,5,4,2023-05-01
1778,404,chat_completion,7,48,2023-05-21
1779,212,data_insights,5,24,2023-05-12
1780,66,code_assist,2,39,2023-05-31
1781,26,chat_completion,5,49,2023-04-14
1782,64,data_insights,2,42,2023-06-27
1783,149,chat_completion,4,48,2023-06-10
1784,178,data_insights,2,2,2023-03-04
1785,490,data_insights,3,50,2023-03-21
1786,207,code_assist,7,18,2023-01-13
1787,107,data_insights,6,26,2023-01-22
1788,284,chat_completion,7,45,2023-06-18
1789,273,chat_completion,2,17,2023-02-20
1790,434,dashboard_export,2,13,2023-02-18
1791,203,dashboard_export,0,14,2023-01-25
1792,88,code_assist,8,43,2023-03-24
1793,301,data_insights,7,23,2023-01-26
1794,436,code_assist,5,28,2023-03-10
1795,103,code_assist,7,17,2023-05-17
1796,317,code_assist,1,1,2023-06-12
1797,216,data_insights,7,28,2023-01-23
1798,417,data_insights,7,29,2023-02-02
1799,102,dashboard_export,9,43,2023-03-03
1800,430,chat_completion,8,29,2023-01-09
1801,191,data_insights,13,34,2023-01-26
1802,244,data_insights,2,25,2023-03-25
1803,29,data_insights,10,29,2023-05-05
1804,120,dashboard_export,4,44,2023-06-17
1805,38,dashboard_export,6,26,2023-02-02
1806,67,data_insights,5,28,2023-04-01
1807,150,data_insights,4,2,2023-05-21
1808,183,code_assist,4,3,2023-03-28
1809,9,chat_completion,4,18,2023-04-07
1810,32,data_insights,3,44,2023-02-02
1811,77,code_assist,3,24,2023-05-31
1812,12,code_assist,5,42,2023-05-07
1813,489,chat_completion,1,10,2023-06-02
1814,110,data_insights,2,48,2023-04-07
1815,396,data_insights,6,18,2023-01-06
1816,172,dashboard_export,2,41,2023-05-16
1817,393,code_assist,5,3,2023-03-28
1818,131,dashboard_export,6,21,2023-02-04
1819,34,chat_completion,6,22,2023-05-27
1820,294,data_insights,6,6,2023-04-22
1821,463,code_assist,2,23,2023-04-25
1822,196,data_insights,3,44,2023-04-05
