subscription_id,account_id,plan_type,mrr_usd,subscription_start,subscription_end
554,270,Pro,470.46,2022-08-07,2022-09-14
555,281,Pro,0.0,2022-02-08,2022-06-22
556,147,Pro,230.01,2021-03-08,2022-02-03
557,506,Free,548.24,2022-05-18,2023-01-10
558,408,Free,0.0,2022-08-09,2023-03-29
559,420,Pro,41.97,2022-07-15,2022-09-20
560,476,Pro,415.16,2023-03-13,2023-09-30
561,427,Free,111.54,2021-12-28,2022-09-06
562,12,Free,87.97,2021-07-21,2022-03-14
563,98,Pro,563.62,2022-11-28,2023-05-17
564,372,Pro,97.23,2023-06-04,2023-09-14
565,323,Free,0.0,2021-01-20,2021-06-27
566,256,Pro,118.22,2022-05-22,2023-01-24
567,340,Pro,542.22,2022-03-19,2022-08-22
568,306,Enterprise,0.0,2022-06-27,2023-02-20
569,316,Enterprise,41.91,2021-04-02,2021-11-28
570,454,Free,0.0,2023-02-21,2023-12-04
571,94,Free,228.87,2021-03-24,
572,34,Pro,0.0,2022-12-15,2023-09-29
573,517,Free,414.89,2022-08-25,2022-11-26
574,72,Pro,105.67,2023-09-09,2024-05-03
575,5,Free,90.61,2021-03-27,
576,278,Pro,464.82,2022-10-11,2023-04-14
577,4,Enterprise,213.12,2023-03-02,2023-07-19
578,251,Pro,183.85,2021-08-31,2021-11-21
579,491,Pro,406.71,2023-05-06,2024-01-21
580,165,Pro,82.04,2022-01-24,2022-01-01
581,162,Pro,162.92,2021-08-17,2021-12-16
582,181,Pro,0.0,2023-10-12,2023-11-12
583,78,Pro,50.47,2021-07-21,2022-05-10
584,204,Free,207.84,2022-12-09,2023-10-31
585,326,Free,0.0,2023-05-07,2023-09-29
586,153,Pro,422.16,2023-02-11,2023-09-17
587,452,Pro,95.7,2023-10-22,2024-09-08
588,135,Pro,0.0,2022-01-28,2022-06-15
589,108,Pro,0.0,2022-01-17,2022-05-19
590,308,Enterprise,201.76,2021-03-09,2021-11-24
591,504,Pro,112.33,2023-11-02,2024-09-04
592,281,Enterprise,224.31,2023-10-17,2023-10-16
593,334,Enterprise,93.15,2021-12-16,2022-04-13
594,495,Pro,544.06,2022-11-07,
595,264,Enterprise,110.43,2022-01-20,2022-12-28
596,2,Free,0.0,2023-02-10,2023-07-06
597,389,Free,233.16,2023-08-24,2023-11-03
598,153,Pro,113.15,2023-12-03,2024-09-29
599,529,Pro,0.0,2021-02-12,2022-01-09
600,151,Free,83.28,2022-12-30,2023-05-28
601,469,Pro,0.0,2021-04-02,2021-12-09
602,354,Pro,97.43,2022-04-13,2022-07-06
603,69,Free,43.78,2022-08-08,2023-06-20
604,275,Enterprise,40.23,2022-06-15,2022-08-25
605,91,Pro,98.76,2021-01-11,2021-11-28
606,440,Free,476.34,2021-03-24,2022-02-06
607,250,Free,46.88,2021-02-13,
608,216,Pro,237.59,2021-04-28,2022-03-13
609,467,Free,218.14,2023-08-05,2023-10-18
610,355,Enterprise,0.0,2022-04-27,2022-09-23
611,521,Free,96.54,2022-09-28,2023-05-17
612,376,Pro,178.48,2021-10-25,2022-04-05
613,233,Enterprise,0.0,2023-10-07,2024-07-19
614,517,Pro,117.49,2021-12-12,
615,330,Pro,117.25,2022-08-04,2022-12-06
616,70,Pro,108.17,2021-10-24,2022-04-09
617,205,Free,0.0,2023-05-19,2023-07-27
618,395,Pro,104.06,2021-12-06,2022-06-05
619,97,Free,81.83,2023-01-30,2023-07-28
620,35,Pro,224.47,2022-04-15,2022-10-13
621,270,Enterprise,566.98,2021-12-19,2022-07-17
622,328,Free,530.88,2023-10-13,2024-05-05
623,487,Free,0.0,2022-11-08,
624,57,Pro,162.46,2021-10-26,2022-03-27
625,122,Pro,46.27,2023-04-05,2023-12-07
626,33,Free,112.84,2022-08-07,2022-11-10
627,92,Free,559.55,2023-03-29,
628,326,Free,40.93,2022-05-18,2022-11-19
629,267,Free,53.22,2021-02-05,2021-04-29
630,448,Free,479.16,2022-02-09,2022-12-19
631,397,Free,57.05,2023-10-20,2024-02-29
632,73,Pro,476.18,2023-07-31,2024-06-05
633,275,Pro,410.75,2022-05-22,2022-12-13
634,397,Pro,49.33,2021-04-04,2021-08-02
635,269,Free,82.65,2022-03-02,2023-01-27
636,164,Free,45.91,2021-04-28,2022-01-13
637,428,Enterprise,566.79,2021-09-27,2022-08-17
638,84,Pro,57.04,2023-02-03,2023-05-11
639,53,Free,45.39,2021-12-25,2022-08-24
640,484,Free,598.45,2022-08-20,2023-02-03
641,123,Free,0.0,2021-03-12,2021-05-27
642,244,Free,0.0,2021-01-03,2021-10-08
643,224,Free,90.65,2023-12-11,2024-08-25
644,364,Free,178.24,2021-10-12,2022-02-03
645,329,Free,0.0,2022-01-22,2022-06-17
646,325,Free,99.97,2023-07-15,
647,341,Free,438.82,2021-04-10,2021-06-25
648,303,Free,173.19,2021-01-05,2021-11-13
649,293,Pro,56.08,2023-10-26,2024-03-01
650,98,Pro,176.42,2021-05-15,2021-11-06
651,466,Pro,52.37,2021-09-28,2022-08-25
652,222,Free,419.58,2023-02-11,2023-04-13
653,177,Free,176.55,2022-11-13,2023-01-28
654,424,Pro,232.04,2021-12-21,2022-10-28
655,361,Free,0.0,2023-02-19,
656,138,Free,0.0,2022-02-16,2022-04-29
657,436,Enterprise,101.83,2023-12-21,2024-07-11
658,44,Free,404.2,2021-01-29,2021-10-02
659,138,Free,107.21,2022-07-16,2023-02-26
660,363,Pro,204.48,2022-03-28,2023-01-12
661,485,Pro,53.17,2023-11-12,2024-08-24
662,399,Enterprise,459.39,2022-12-23,2023-10-02
663,451,Free,99.19,2022-06-06,2022-12-31
664,439,Free,0.0,2023-08-02,2024-05-12
665,318,Enterprise,52.64,2022-04-29,2022-08-25
666,327,Enterprise,41.24,2021-06-25,2021-09-01
667,202,Enterprise,473.82,2021-01-18,2021-08-26
668,158,Enterprise,0.0,2021-01-30,2021-03-09
669,36,Free,537.53,2023-06-23,2023-08-23
670,93,Pro,209.89,2022-03-27,2022-08-09
671,362,Free,195.66,2021-04-16,2021-10-06
672,162,Pro,525.5,2023-10-22,2024-07-04
673,417,Pro,172.76,2022-10-24,2023-01-22
674,2,Free,0.0,2022-07-13,2023-06-13
675,522,Pro,112.23,2023-07-04,2024-03-20
676,135,Free,107.46,2022-12-07,2023-01-08
677,356,Pro,41.72,2022-06-28,2023-04-10
678,255,Free,164.02,2021-04-06,2022-02-08
679,193,Pro,188.17,2021-03-28,2021-06-21
680,442,Pro,50.25,2021-04-23,2021-10-22
681,428,Free,81.87,2021-04-17,2022-04-10
682,137,Pro,49.51,2023-02-17,2023-10-25
683,434,Free,95.58,2022-06-15,2023-01-17
684,60,Pro,0.0,2023-07-21,
685,520,Pro,164.25,2023-12-11,2024-06-27
686,165,Pro,0.0,2023-06-25,
687,503,Pro,194.73,2023-09-02,2024-03-13
688,428,Enterprise,0.0,2021-04-19,2021-10-08
689,277,Pro,57.93,2021-12-18,2022-10-18
690,504,Free,218.1,2022-08-02,2022-10-09
691,55,Pro,96.43,2021-12-25,2022-10-05
692,41,Pro,55.6,2023-09-18,2023-09-12
693,384,Free,0.0,2023-02-05,2024-01-18
694,415,Pro,98.82,2022-10-07,2023-03-10
695,37,Pro,80.97,2023-02-22,2023-12-08
696,244,Pro,196.69,2022-12-09,2023-11-19
697,14,Enterprise,0.0,2023-03-23,2023-09-30
698,243,Enterprise,98.24,2022-06-10,2022-10-24
699,367,Pro,41.98,2021-02-16,2021-07-02
700,270,Free,206.97,2023-06-23,2023-09-11
701,182,Free,0.0,2023-12-12,2024-06-20
702,402,Free,0.0,2021-04-07,2021-12-18
703,265,Free,462.38,2023-06-24,2023-09-08
704,485,Pro,57.42,2021-07-15,2022-02-28
705,36,Enterprise,50.83,2021-08-28,2022-04-17
706,68,Pro,0.0,2022-06-07,2022-12-22
707,237,Free,90.41,2021-11-16,2022-04-21
708,137,Pro,0.0,2022-03-17,2023-03-10
709,56,Enterprise,90.9,2022-06-14,2023-02-23
710,369,Free,81.91,2021-06-14,2022-04-15
711,166,Free,0.0,2023-06-29,
712,4,Enterprise,0.0,2022-12-07,2023-05-05
713,455,Enterprise,204.93,2021-05-25,
714,367,Enterprise,550.66,2021-11-22,2022-11-17
715,410,Pro,0.0,2022-09-08,2023-06-16
716,244,Pro,110.43,2021-03-16,2021-07-19
717,49,Enterprise,479.05,2021-12-26,2022-03-15
718,239,Pro,0.0,2022-10-23,2023-10-07
719,141,Free,502.91,2021-04-16,
720,392,Pro,203.65,2022-10-04,2023-05-25
721,373,Enterprise,116.97,2021-08-03,2022-03-17
722,192,Pro,234.07,2023-06-26,2024-05-13
723,200,Pro,109.97,2023-04-19,2023-10-04
724,73,Free,94.18,2022-03-11,2022-04-25
725,209,Free,210.99,2022-02-15,2022-04-30
726,345,Free,216.01,2021-07-26,2021-10-13
727,90,Free,102.92,2023-01-25,2023-12-18
728,415,Free,42.69,2022-03-22,2023-02-09
729,354,Pro,47.93,2022-12-13,2023-05-20
730,504,Free,94.47,2021-12-28,2022-06-04
731,176,Free,0.0,2022-11-10,
732,154,Pro,176.46,2022-09-29,2023-05-18
733,372,Enterprise,482.79,2021-07-17,2022-04-10
734,365,Pro,112.17,2021-08-16,2022-05-26
735,206,Enterprise,0.0,2022-04-26,2023-04-05
736,408,Pro,51.88,2021-09-17,
737,387,Free,205.99,2022-07-03,2023-05-31
738,243,Pro,108.09,2023-09-25,2024-03-25
739,457,Pro,115.81,2021-02-02,
740,497,Pro,581.5,2023-07-02,
741,353,Pro,0.0,2021-06-12,2022-03-17
742,404,Free,40.09,2021-10-06,2021-12-23
743,442,Free,48.01,2021-10-24,2022-08-04
744,73,Enterprise,52.72,2021-01-02,2021-10-04
745,239,Free,480.26,2023-11-07,2024-02-12
746,295,Pro,0.0,2022-06-02,2023-01-05
747,108,Free,466.34,2022-07-09,2022-09-21
748,246,Pro,0.0,2023-07-02,2024-05-31
749,157,Pro,100.52,2022-09-01,2023-02-24
750,129,Free,170.61,2022-10-06,2023-06-01
751,147,Pro,478.76,2021-01-13,2021-12-04
752,72,Free,481.21,2022-10-01,
753,408,Free,88.83,2022-10-05,2023-06-23
754,287,Enterprise,162.61,2021-12-25,2021-12-02
755,474,Pro,0.0,2023-04-24,2024-03-20
756,486,Free,183.69,2022-09-13,2023-06-17
757,21,Free,0.0,2021-10-19,2022-02-05
758,404,Free,109.03,2022-04-08,2023-02-01
759,54,Free,45.49,2023-06-14,
760,81,Free,191.25,2022-02-07,2022-05-25
761,34,Free,0.0,2023-08-09,2024-02-13
762,448,Pro,89.97,2023-10-08,2024-01-08
763,281,Pro,39.26,2022-05-23,2022-09-03
764,118,Free,0.0,2022-06-10,
765,385,Enterprise,190.18,2022-10-24,2023-01-30
766,433,Pro,0.0,2023-04-21,2023-08-27
767,129,Pro,110.66,2023-11-28,2024-02-11
768,490,Pro,0.0,2021-10-20,2022-04-17
769,485,Pro,49.89,2021-10-31,
770,242,Pro,0.0,2022-07-04,2023-06-06
771,96,Enterprise,82.13,2023-09-27,2024-05-02
772,373,Pro,55.43,2021-11-29,2022-03-20
773,383,Pro,50.36,2023-04-02,2024-01-14
774,253,Pro,42.32,2021-12-24,2022-05-11
775,391,Pro,51.03,2022-07-31,2023-01-06
776,226,Free,0.0,2021-07-05,2021-10-16
777,465,Pro,47.69,2023-07-18,2024-03-19
778,252,Pro,41.3,2023-07-14,2023-08-13
779,39,Pro,54.87,2023-09-11,2023-09-06
780,179,Enterprise,52.15,2022-01-14,2022-09-06
781,414,Enterprise,177.89,2021-03-11,
782,194,Enterprise,214.78,2021-01-31,2021-08-14
783,359,Pro,54.67,2023-07-16,
784,100,Free,0.0,2021-04-06,2021-10-16
785,146,Free,54.14,2022-01-05,2022-02-21
786,343,Enterprise,49.9,2022-09-11,
787,459,Pro,230.43,2022-11-18,2022-12-30
788,516,Pro,507.75,2021-07-05,2021-11-28
789,12,Pro,90.55,2023-03-07,2023-12-10
790,87,Pro,44.63,2023-10-04,2024-01-05
791,305,Pro,83.34,2023-11-03,2023-12-09
792,207,Pro,481.42,2023-06-27,2023-12-06
793,504,Pro,169.11,2023-10-26,2024-09-04
794,150,Free,50.2,2023-08-23,2023-11-04
795,287,Pro,118.61,2021-05-26,2022-03-21
796,409,Enterprise,112.25,2022-06-22,2023-03-18
797,373,Pro,0.0,2021-05-11,2022-01-10
798,191,Pro,42.14,2021-10-28,2022-03-21
799,413,Pro,100.68,2022-08-05,2023-03-22
800,3,Free,519.79,2021-09-03,2022-03-07
9,313,Free,556.53,2022-11-28,2023-05-09
511,66,Pro,216.38,2023-03-28,2023-08-09
176,412,Pro,406.91,2022-05-16,
736,408,Pro,51.88,2021-09-17,
243,493,Pro,0.0,2022-05-21,2023-03-22
765,385,Enterprise,190.18,2022-10-24,2023-01-30
541,4,Free,46.8,2021-03-08,2021-05-18
431,89,Pro,44.46,2021-11-02,
85,58,Pro,53.58,2021-11-21,2022-03-03
643,224,Free,90.65,2023-12-11,2024-08-25
