account_id,company_name,industry,company_size,country,acquisition_channel,account_created_at
456,Company_456,Finance,1-10,DE,Self-serve,2022-08-24
457,Company_457,Manufacturing,1000+,FR,Self-serve,2023-01-10
458,Company_458,Finance,1-10,ES,Inbound,2022-05-05
459,Company_459,Manufacturing,11-50,DE,Inbound,2021-09-15
460,Company_460,Retail,11-50,ES,Outbound,2021-09-05
461,Company_461,Software,201-1000,IT,Self-serve,2022-02-27
462,Company_462,Healthcare,11-50,fr ,Self-serve,2023-01-09
463,Company_463,Software,11-50,fr ,Inbound,2022-04-12
464,Company_464,Healthcare,1-10,US,Partner,2023-07-20
465,Company_465,Software,201-1000,UK,Partner,2022-05-11
466,Company_466,Retail,51-200,IT,Partner,2023-01-29
467,Company_467,Healthcare,1-10,ES,Outbound,2023-06-30
468,Company_468,Manufacturing,11-50,UK,Inbound,2021-09-22
469,Company_469,Finance,1000+,IT,Inbound,2022-02-22
470,Company_470,Manufacturing,1000+,ES,Partner,2023-08-04
471,Company_471,Finance,51-200,IT,Partner,2022-01-23
472,Company_472,Healthcare,11-50,FR,Inbound,2023-03-19
473,Company_473,Software,51-200,IT,Outbound,2023-10-03
474,Company_474,Software,51-200,DE,Partner,2022-03-05
475,Company_475,Manufacturing,1000+,UK,Partner,2022-04-10
476,Company_476,Retail,1-10,IT,Outbound,2022-11-02
477,Company_477,Manufacturing,11-50,IT,Self-serve,2022-10-21
478,Company_478,Healthcare,11-50,FR,Inbound,2023-03-03
479,Company_479,Software,51-200,UK,Self-serve,2021-07-25
480,Company_480,Manufacturing,51-200,IT,Outbound,2023-03-10
481,Company_481,Finance,51-200,UK,Partner,2022-11-09
482,Company_482,Manufacturing,51-200,FR,Self-serve,2022-02-23
483,Company_483,Finance,51-200,UK,Inbound,2021-06-22
484,Company_484,Healthcare,11-50,UK,Inbound,2021-05-05
485,Company_485,Retail,201-1000,ES,Self-serve,2022-04-02
486,Company_486,Software,11-50,FR,Partner,2022-12-26
487,Company_487,Manufacturing,11-50,DE,Partner,2021-01-30
488,Company_488,Software,201-1000,IT,Partner,2022-08-25
489,Company_489,Retail,51-200,US,Self-serve,2023-05-23
490,Company_490,Software,11-50,UK,Self-serve,2022-09-26
491,Company_491,Finance,1-10,DE,Inbound,2023-09-14
492,Company_492,Retail,1-10,UK,Partner,2023-06-26
493,Company_493,,201-1000,DE,Self-serve,2023-03-14
494,Company_494,Retail,1-10,US,Self-serve,2023-08-07
495,Company_495,Finance,51-200,US,Partner,2022-11-03
496,Company_496,Software,51-200,ES,Self-serve,2022-10-26
497,Company_497,Finance,11-50,FR,Partner,2023-02-05
498,Company_498,Finance,11-50,ES,Self-serve,2023-03-26
499,Company_499,Healthcare,11-50,IT,Partner,2022-09-27
500,Company_500,Finance,51-200,UK,Partner,2023-01-20
