ticket_id,account_id,created_at,category,status,csat_score
621,493,2023-01-07,Bug,closed,3.0
622,494,2023-04-10,Bug,pending,3.0
623,73,2023-03-19,Billing,closed,4.0
624,75,2023-05-23,Onboarding,closed,
625,151,2023-03-05,Bug,closed,4.0
626,109,2023-06-24,Bug,closed,3.0
627,281,2023-05-16,Feature request,closed,2.0
628,231,2023-02-06,Billing,closed,3.0
629,114,2023-05-18,Bug,closed,3.0
630,26,2023-04-03,Bug,open,5.0
631,199,2023-06-22,Feature request,closed,2.0
632,32,2023-01-29,Billing,closed,2.0
633,239,2023-04-02,Bug,open,2.0
634,453,2023-04-07,Feature request,pending,4.0
635,59,2023-04-23,Bug,closed,4.0
636,425,2023-03-14,Onboarding,closed,5.0
637,271,2023-01-05,Feature request,closed,1.0
638,220,2023-01-15,Onboarding,pending,4.0
639,326,2023-02-19,Feature request,closed,4.0
640,496,2023-04-29,Bug,closed,4.0
641,475,2023-02-14,Bug,closed,2.0
642,385,2023-06-24,Billing,closed,2.0
643,218,2023-01-03,Feature request,closed,2.0
644,290,2023-06-19,Bug,closed,4.0
645,175,2023-01-22,Onboarding,closed,2.0
646,350,2023-01-15,Feature request,closed,1.0
647,237,2023-02-24,Feature request,closed,5.0
648,98,2023-03-25,Bug,closed,3.0
649,11,2023-01-10,Feature request,pending,4.0
650,436,2023-03-04,Billing,pending,4.0
651,35,2023-06-26,Bug,closed,2.0
652,84,2023-04-18,Billing,closed,
653,289,2023-06-08,Billing,closed,2.0
654,49,2023-01-22,Billing,closed,3.0
655,442,2023-01-07,Bug,closed,4.0
656,333,2023-06-16,Onboarding,closed,5.0
657,239,2023-02-26,Feature request,closed,3.0
658,283,2023-04-05,Bug,closed,3.0
659,119,2023-04-09,Onboarding,closed,3.0
660,353,2023-06-24,Billing,pending,1.0
661,263,2023-03-05,Billing,closed,3.0
662,58,2023-01-23,Feature request,closed,3.0
663,385,2023-05-13,Billing,closed,5.0
664,337,2023-01-30,Feature request,closed,3.0
665,500,2023-02-12,Bug,pending,3.0
666,238,2023-06-06,Billing,pending,4.0
667,191,2023-05-24,Bug,closed,3.0
668,336,2023-05-12,Bug,closed,4.0
669,181,2023-06-14,Onboarding,closed,4.0
670,9,2023-04-18,Onboarding,closed,3.0
671,216,2023-02-01,Feature request,closed,3.0
672,97,2023-02-19,Onboarding,closed,3.0
673,103,2023-01-26,Bug,open,2.0
674,89,2023-02-12,Onboarding,closed,4.0
675,419,2023-03-24,Billing,pending,1.0
676,91,2023-01-13,Billing,pending,2.0
677,101,2023-02-03,Bug,closed,3.0
678,397,2023-06-09,Billing,pending,1.0
679,432,2023-03-14,Bug,closed,4.0
680,111,2023-06-27,Onboarding,closed,4.0
681,254,2023-02-09,Onboarding,closed,1.0
682,326,2023-04-24,Feature request,open,5.0
683,31,2023-03-31,Billing,closed,3.0
684,176,2023-05-24,Bug,closed,5.0
685,119,2023-05-02,Onboarding,closed,5.0
686,355,2023-06-09,Billing,pending,1.0
687,328,2023-06-06,Billing,closed,4.0
688,245,2023-02-02,Bug,pending,5.0
689,451,2023-03-20,Feature request,pending,1.0
690,158,2023-03-31,Billing,closed,1.0
691,35,2023-05-28,Bug,closed,3.0
692,58,2023-02-23,Feature request,pending,4.0
693,164,2023-05-02,Billing,closed,5.0
694,174,2023-03-01,Billing,closed,3.0
695,500,2023-01-29,Onboarding,closed,2.0
696,161,2023-04-28,Bug,closed,2.0
697,470,2023-05-03,Bug,closed,3.0
698,495,2023-03-09,Bug,closed,5.0
699,468,2023-03-17,Bug,pending,
700,169,2023-03-02,Billing,open,3.0
701,123,2023-01-20,Billing,open,4.0
702,448,2023-04-17,Onboarding,closed,3.0
703,63,2023-06-15,Feature request,open,3.0
704,48,2023-03-25,Bug,closed,4.0
705,366,2023-01-02,Bug,closed,2.0
706,346,2023-06-02,Feature request,closed,
707,35,2023-06-12,Onboarding,closed,3.0
708,195,2023-02-15,Bug,closed,3.0
709,332,2023-01-08,Onboarding,closed,4.0
710,157,2023-02-14,Feature request,open,3.0
711,145,2023-03-09,Onboarding,closed,3.0
712,422,2023-02-20,Onboarding,closed,4.0
713,457,2023-04-15,Billing,closed,4.0
714,81,2023-06-06,Onboarding,closed,4.0
715,273,2023-02-09,Billing,closed,
716,352,2023-05-30,Billing,open,3.0
717,112,2023-05-16,Feature request,closed,1.0
718,377,2023-05-07,Onboarding,closed,3.0
719,347,2023-05-10,Feature request,pending,3.0
720,230,2023-01-21,Billing,pending,3.0
721,9,2023-05-19,Billing,closed,2.0
722,56,2023-02-26,Bug,closed,5.0
723,248,2023-01-21,Billing,pending,5.0
724,28,2023-02-25,Feature request,closed,3.0
725,208,2023-01-01,Feature request,closed,4.0
726,457,2023-02-14,Onboarding,closed,2.0
727,342,2023-03-10,Billing,closed,2.0
728,214,2023-04-06,Billing,pending,3.0
729,241,2023-04-14,Billing,Closed ,3.0
730,298,2023-06-22,Onboarding,closed,3.0
731,335,2023-03-09,Onboarding,closed,3.0
732,378,2023-04-30,Feature request,open,
733,255,2023-03-16,Billing,closed,5.0
734,68,2023-01-19,Bug,closed,
735,421,2023-05-15,Bug,closed,5.0
736,133,2023-06-23,Bug,closed,4.0
737,334,2023-05-23,Billing,closed,4.0
738,388,2023-05-19,Billing,closed,4.0
739,492,2023-01-29,Billing,pending,5.0
740,24,2023-06-29,Billing,pending,4.0
741,207,2023-02-23,Bug,closed,4.0
742,358,2023-03-12,Billing,closed,3.0
743,134,2023-06-23,Bug,closed,2.0
744,412,2023-03-08,Feature request,pending,2.0
745,73,2023-02-22,Onboarding,closed,4.0
746,228,2023-01-01,Bug,closed,3.0
747,492,2023-03-27,Billing,closed,1.0
748,265,2023-03-20,Feature request,closed,5.0
749,102,2023-03-09,Onboarding,closed,3.0
750,193,2023-06-19,Bug,closed,3.0
751,268,2023-02-19,Bug,open,3.0
752,64,2023-03-14,Bug,closed,2.0
753,19,2023-01-10,Bug,open,
754,111,2023-01-21,Billing,closed,
755,26,2023-04-12,Feature request,closed,3.0
756,419,2023-06-02,Billing,closed,4.0
757,447,2023-01-15,Onboarding,pending,3.0
758,353,2023-04-17,Onboarding,closed,5.0
759,179,2023-04-06,Feature request,closed,1.0
760,33,2023-02-11,Bug,closed,4.0
761,498,2023-04-26,Onboarding,pending,2.0
762,312,2023-04-13,Feature request,pending,5.0
763,360,2023-03-02,Bug,pending,1.0
764,80,2023-06-11,Bug,closed,3.0
765,237,2023-05-17,Billing,closed,5.0
766,124,2023-01-31,Billing,pending,3.0
767,468,2023-04-07,Billing,closed,2.0
768,237,2023-02-18,Onboarding,closed,4.0
769,470,2023-01-28,Billing,closed,3.0
770,340,2023-01-23,Billing,pending,1.0
771,354,2023-03-14,Feature request,closed,
772,299,2023-04-15,Onboarding,open,3.0
773,127,2023-03-05,Billing,closed,4.0
774,441,2023-03-25,Bug,closed,3.0
775,95,2023-05-21,Billing,open,5.0
776,29,2023-01-11,Billing,closed,4.0
777,235,2023-01-17,Onboarding,pending,3.0
778,488,2023-05-16,Onboarding,closed,2.0
779,327,2023-03-02,Feature request,closed,
780,401,2023-06-15,Billing,pending,3.0
781,234,2023-04-12,Billing,closed,2.0
782,142,2023-01-19,Billing,closed,3.0
783,131,2023-03-24,Billing,closed,1.0
784,194,2023-05-29,Billing,closed,5.0
785,487,2023-03-18,Feature request,closed,2.0
786,479,2023-05-28,Onboarding,closed,4.0
787,429,2023-01-04,Onboarding,closed,5.0
788,218,2023-02-15,Bug,closed,5.0
789,484,2023-04-30,Feature request,closed,
790,36,2023-05-01,Billing,pending,4.0
791,150,2023-05-26,Onboarding,open,4.0
792,98,2023-02-17,Bug,closed,4.0
793,169,2023-01-29,Onboarding,open,1.0
794,47,2023-02-23,Billing,Closed ,4.0
795,1,2023-01-30,Feature request,closed,5.0
796,327,2023-03-10,Bug,pending,
797,475,2023-05-20,Feature request,closed,1.0
798,198,2023-04-15,Feature request,pending,3.0
799,181,2023-03-08,Feature request,open,3.0
800,147,2023-02-02,Feature request,closed,5.0
801,359,2023-02-25,Onboarding,pending,
802,106,2023-03-15,Bug,closed,5.0
803,268,2023-05-09,Bug,closed,4.0
804,126,2023-02-01,Bug,pending,3.0
805,26,2023-06-21,Bug,closed,5.0
806,301,2023-02-06,Billing,closed,1.0
807,467,2023-03-26,Onboarding,closed,5.0
808,55,2023-02-27,Bug,closed,2.0
809,410,2023-03-14,Onboarding,closed,2.0
810,184,2023-02-28,Billing,closed,2.0
811,35,2023-05-24,Billing,closed,1.0
812,36,2023-04-26,Feature request,closed,
813,109,2023-04-07,Billing,closed,2.0
814,141,2023-02-16,Billing,closed,2.0
815,14,2023-04-11,Billing,open,5.0
816,274,2023-06-23,Billing,Closed ,3.0
817,467,2023-06-20,Feature request,closed,4.0
818,249,2023-01-09,Onboarding,closed,3.0
819,393,2023-05-06,Onboarding,open,5.0
820,488,2023-05-26,Billing,pending,3.0
821,136,2023-04-23,Billing,pending,
822,233,2023-05-28,Bug,pending,4.0
823,335,2023-01-16,Billing,closed,4.0
824,18,2023-03-20,Feature request,open,5.0
825,406,2023-06-13,Onboarding,closed,5.0
826,114,2023-05-26,Billing,pending,2.0
827,394,2023-01-17,Feature request,closed,2.0
828,18,2023-06-09,Bug,closed,5.0
829,260,2023-01-07,Billing,open,4.0
830,399,2023-04-01,Bug,closed,5.0
831,185,2023-06-02,Billing,pending,2.0
832,256,2023-03-14,Billing,closed,5.0
833,495,2023-02-24,Bug,closed,1.0
834,380,2023-02-14,Billing,pending,1.0
835,346,2023-01-11,Onboarding,open,5.0
836,161,2023-03-20,Onboarding,closed,
837,180,2023-06-28,Billing,closed,
838,179,2023-04-14,Onboarding,pending,4.0
839,498,2023-06-10,Feature request,closed,4.0
840,412,2023-06-27,Bug,closed,2.0
841,487,2023-05-31,Onboarding,closed,5.0
842,470,2023-03-13,Billing,closed,3.0
843,50,2023-03-27,Feature request,closed,3.0
844,16,2023-02-15,Onboarding,closed,2.0
845,98,2023-03-11,Onboarding,pending,4.0
846,219,2023-02-24,Feature request,closed,3.0
847,110,2023-05-28,Feature request,pending,2.0
848,146,2023-06-16,Billing,closed,
849,121,2023-03-14,Bug,open,3.0
850,240,2023-05-26,Billing,closed,3.0
851,47,2023-01-03,Onboarding,closed,
852,246,2023-06-02,Onboarding,pending,1.0
853,41,2023-01-28,Feature request,closed,5.0
854,454,2023-03-01,Billing,pending,3.0
855,351,2023-04-24,Billing,closed,4.0
856,122,2023-02-12,Onboarding,open,4.0
857,309,2023-01-19,Bug,closed,5.0
858,260,2023-05-11,Bug,closed,4.0
859,332,2023-06-25,Bug,closed,4.0
860,214,2023-03-13,Billing,pending,3.0
861,455,2023-04-16,Bug,closed,
862,390,2023-06-28,Billing,pending,5.0
863,13,2023-03-11,Bug,closed,1.0
864,381,2023-01-16,Onboarding,closed,4.0
865,226,2023-01-28,Onboarding,open,3.0
866,335,2023-01-17,Billing,pending,4.0
867,479,2023-01-22,Onboarding,closed,3.0
868,477,2023-06-24,Feature request,closed,4.0
869,170,2023-06-01,Bug,closed,3.0
870,60,2023-06-18,Feature request,closed,4.0
871,362,2023-02-24,Feature request,closed,2.0
872,469,2023-02-25,Bug,open,4.0
873,67,2023-03-10,Billing,pending,
874,39,2023-01-28,Feature request,closed,4.0
875,178,2023-05-17,Billing,closed,
876,183,2023-02-03,Onboarding,pending,2.0
877,475,2023-05-31,Onboarding,closed,5.0
878,500,2023-03-06,Feature request,pending,1.0
879,124,2023-05-30,Billing,closed,2.0
880,142,2023-03-06,Feature request,closed,5.0
881,85,2023-05-19,Bug,closed,5.0
882,183,2023-03-19,Feature request,pending,2.0
883,50,2023-06-17,Onboarding,closed,2.0
884,300,2023-05-15,Feature request,closed,3.0
885,467,2023-02-28,Feature request,pending,4.0
886,195,2023-03-11,Bug,closed,2.0
887,355,2023-01-04,Feature request,pending,2.0
888,271,2023-03-28,Feature request,open,4.0
889,397,2023-05-20,Bug,closed,4.0
890,262,2023-05-29,Billing,open,1.0
891,420,2023-02-25,Onboarding,open,2.0
892,268,2023-06-01,Bug,closed,2.0
893,88,2023-04-03,Feature request,Closed ,4.0
894,13,2023-06-06,Billing,closed,2.0
895,384,2023-01-12,Billing,closed,5.0
896,245,2023-01-04,Bug,Closed ,2.0
897,384,2023-01-02,Feature request,pending,4.0
898,185,2023-01-17,Onboarding,pending,4.0
899,9,2023-04-11,Onboarding,closed,4.0
900,233,2023-04-04,Onboarding,closed,4.0
901,211,2023-01-20,Feature request,closed,3.0
902,123,2023-04-17,Billing,closed,4.0
903,35,2023-06-06,Bug,closed,3.0
904,259,2023-02-07,Billing,open,
905,409,2023-04-06,Billing,closed,4.0
906,483,2023-03-16,Bug,closed,3.0
907,62,2023-04-12,Bug,closed,3.0
908,166,2023-06-08,Billing,closed,3.0
909,313,2023-05-26,Onboarding,closed,3.0
910,114,2023-06-03,Billing,Closed ,1.0
911,143,2023-05-26,Billing,closed,4.0
912,22,2023-02-22,Feature request,pending,3.0
913,358,2023-03-15,Bug,closed,2.0
914,91,2023-06-14,Feature request,closed,
915,210,2023-05-30,Bug,closed,
916,96,2023-05-25,Billing,pending,4.0
917,170,2023-04-20,Billing,pending,3.0
918,303,2023-05-17,Billing,closed,4.0
919,338,2023-04-19,Feature request,closed,4.0
920,234,2023-02-06,Billing,closed,5.0
921,307,2023-01-03,Feature request,closed,5.0
922,210,2023-01-12,Feature request,closed,3.0
923,252,2023-01-27,Feature request,open,4.0
924,112,2023-03-31,Feature request,pending,2.0
925,196,2023-05-03,Bug,open,4.0
926,73,2023-04-22,Billing,closed,2.0
927,281,2023-03-15,Feature request,closed,3.0
928,58,2023-01-05,Bug,closed,1.0
929,486,2023-06-20,Billing,closed,4.0
930,150,2023-05-04,Onboarding,open,3.0
931,302,2023-01-04,Billing,closed,
932,446,2023-02-06,Billing,closed,3.0
933,83,2023-04-20,Feature request,pending,4.0
934,485,2023-01-06,Onboarding,closed,5.0
935,7,2023-03-26,Bug,closed,5.0
936,179,2023-01-02,Onboarding,closed,4.0
937,365,2023-06-22,Onboarding,closed,2.0
938,10,2023-03-23,Billing,closed,1.0
939,286,2023-04-07,Onboarding,closed,4.0
940,351,2023-04-07,Bug,closed,5.0
941,66,2023-05-19,Onboarding,closed,2.0
942,173,2023-02-28,Bug,closed,3.0
943,65,2023-04-14,Onboarding,closed,4.0
944,286,2023-04-16,Onboarding,pending,
945,368,2023-04-15,Billing,closed,5.0
946,42,2023-02-21,Billing,closed,1.0
947,198,2023-05-04,Billing,open,5.0
948,74,2023-01-27,Feature request,closed,1.0
949,383,2023-02-12,Feature request,closed,3.0
950,314,2023-05-15,Bug,closed,4.0
951,224,2023-05-25,Feature request,closed,4.0
952,438,2023-01-25,Billing,closed,3.0
953,179,2023-04-24,Billing,pending,1.0
954,225,2023-02-04,Onboarding,closed,5.0
955,457,2023-05-31,Bug,closed,4.0
956,155,2023-05-16,Onboarding,pending,4.0
957,245,2023-04-01,Onboarding,closed,2.0
958,45,2023-03-09,Feature request,closed,3.0
959,34,2023-06-08,Billing,closed,3.0
960,391,2023-06-01,Onboarding,closed,1.0
961,169,2023-01-30,Onboarding,closed,5.0
962,207,2023-06-22,Billing,closed,2.0
963,177,2023-06-18,Bug,closed,4.0
964,350,2023-02-25,Onboarding,closed,5.0
965,69,2023-06-12,Feature request,closed,5.0
966,387,2023-06-15,Bug,closed,4.0
967,338,2023-05-05,Bug,closed,2.0
968,214,2023-03-23,Billing,closed,5.0
969,330,2023-05-31,Feature request,open,2.0
970,444,2023-06-14,Billing,closed,3.0
971,227,2023-06-26,Feature request,closed,1.0
972,146,2023-01-04,Billing,closed,
973,60,2023-02-04,Onboarding,pending,4.0
974,235,2023-02-26,Bug,closed,5.0
975,388,2023-04-27,Feature request,closed,1.0
976,193,2023-02-18,Bug,closed,3.0
977,496,2023-02-01,Billing,closed,2.0
978,18,2023-05-07,Onboarding,closed,1.0
979,102,2023-06-11,Bug,pending,3.0
980,63,2023-01-29,Onboarding,closed,4.0
981,205,2023-04-19,Feature request,open,
982,104,2023-05-14,Billing,closed,5.0
983,167,2023-04-21,Bug,closed,1.0
984,361,2023-06-15,Onboarding,closed,3.0
985,222,2023-06-29,Billing,closed,
986,113,2023-02-11,Bug,pending,4.0
987,268,2023-05-25,Bug,closed,2.0
988,456,2023-06-23,Bug,closed,4.0
989,76,2023-04-29,Bug,closed,3.0
990,461,2023-05-28,Billing,closed,3.0
991,498,2023-04-17,Billing,closed,5.0
992,109,2023-03-21,Onboarding,open,
993,84,2023-05-07,Bug,closed,1.0
994,284,2023-04-23,Onboarding,closed,4.0
995,159,2023-04-02,Bug,closed,2.0
996,441,2023-05-06,Bug,closed,
997,492,2023-06-23,Feature request,closed,4.0
998,386,2023-01-05,Onboarding,closed,3.0
999,124,2023-04-14,Billing,pending,
1000,57,2023-05-24,Onboarding,closed,4.0
1001,205,2023-01-24,Bug,pending,3.0
1002,189,2023-01-20,Bug,closed,4.0
1003,399,2023-02-25,Bug,open,3.0
1004,424,2023-03-06,Bug,pending,3.0
1005,121,2023-06-02,Feature request,pending,3.0
1006,120,2023-03-01,Onboarding,closed,4.0
1007,245,2023-04-03,Onboarding,closed,2.0
1008,66,2023-05-20,Onboarding,closed,4.0
1009,461,2023-02-08,Billing,closed,3.0
1010,78,2023-01-19,Bug,closed,3.0
1011,458,2023-06-17,Onboarding,closed,2.0
1012,12,2023-05-10,Bug,closed,5.0
1013,69,2023-01-31,Billing,closed,4.0
1014,386,2023-06-20,Billing,closed,2.0
1015,110,2023-06-07,Feature request,closed,1.0
1016,377,2023-02-17,Onboarding,pending,4.0
1017,49,2023-06-10,Onboarding,closed,2.0
1018,184,2023-03-07,Billing,closed,4.0
1019,207,2023-02-18,Billing,closed,4.0
1020,344,2023-01-28,Bug,closed,
1021,279,2023-02-15,Feature request,closed,3.0
1022,442,2023-04-19,Feature request,closed,5.0
1023,170,2023-01-26,Billing,open,2.0
1024,423,2023-04-18,Onboarding,pending,4.0
1025,415,2023-06-19,Feature request,pending,5.0
1026,77,2023-03-01,Feature request,closed,
1027,451,2023-02-06,Feature request,pending,1.0
1028,479,2023-03-11,Bug,closed,4.0
1029,224,2023-06-18,Feature request,closed,2.0
1030,254,2023-06-18,Feature request,closed,1.0
1031,244,2023-02-05,Feature request,pending,3.0
1032,36,2023-03-23,Feature request,pending,4.0
1033,180,2023-01-03,Feature request,closed,4.0
1034,36,2023-06-04,Onboarding,closed,1.0
1035,43,2023-01-17,Billing,closed,4.0
1036,434,2023-01-31,Onboarding,closed,3.0
1037,311,2023-04-25,Onboarding,closed,4.0
1038,349,2023-01-10,Onboarding,Closed ,5.0
1039,452,2023-06-25,Onboarding,open,3.0
1040,315,2023-05-26,Onboarding,closed,4.0
1041,268,2023-02-11,Onboarding,pending,1.0
1042,30,2023-01-02,Billing,pending,
1043,3,2023-01-19,Onboarding,pending,3.0
1044,459,2023-06-14,Billing,closed,1.0
1045,336,2023-02-09,Onboarding,pending,3.0
1046,182,2023-03-30,Billing,closed,4.0
1047,239,2023-04-17,Billing,closed,4.0
1048,287,2023-03-18,Billing,closed,5.0
1049,123,2023-05-31,Billing,closed,5.0
1050,203,2023-01-31,Onboarding,closed,
1051,133,2023-04-05,Onboarding,pending,
1052,291,2023-01-07,Bug,Closed ,3.0
1053,288,2023-05-24,Feature request,closed,4.0
1054,88,2023-04-15,Bug,pending,
1055,391,2023-05-27,Onboarding,closed,5.0
1056,306,2023-05-18,Bug,closed,3.0
1057,423,2023-01-06,Feature request,closed,3.0
1058,248,2023-05-25,Bug,closed,3.0
1059,123,2023-02-06,Feature request,closed,4.0
1060,426,2023-01-29,Bug,closed,3.0
1061,468,2023-02-05,Feature request,pending,2.0
1062,416,2023-05-28,Bug,pending,3.0
1063,205,2023-03-26,Bug,closed,2.0
1064,51,2023-05-18,Billing,closed,3.0
1065,286,2023-01-18,Bug,closed,3.0
1066,223,2023-06-12,Bug,pending,5.0
1067,18,2023-02-12,Onboarding,closed,4.0
1068,264,2023-03-30,Feature request,pending,2.0
1069,450,2023-02-20,Feature request,pending,4.0
1070,222,2023-04-05,Bug,closed,3.0
1071,423,2023-02-28,Bug,open,4.0
1072,478,2023-05-27,Onboarding,closed,1.0
1073,144,2023-02-25,Bug,open,4.0
1074,25,2023-05-02,Onboarding,closed,3.0
1075,202,2023-04-25,Bug,closed,4.0
1076,38,2023-05-19,Billing,open,2.0
1077,241,2023-03-30,Bug,closed,4.0
1078,424,2023-01-09,Feature request,pending,5.0
1079,301,2023-06-09,Billing,closed,3.0
1080,155,2023-03-08,Bug,closed,4.0
1081,224,2023-01-09,Bug,closed,4.0
1082,246,2023-06-23,Onboarding,closed,3.0
1083,414,2023-02-04,Feature request,pending,3.0
1084,454,2023-01-06,Billing,closed,3.0
1085,261,2023-02-08,Feature request,closed,4.0
1086,137,2023-03-23,Billing,pending,4.0
1087,271,2023-02-04,Onboarding,pending,2.0
1088,305,2023-04-13,Billing,closed,
1089,179,2023-01-11,Onboarding,pending,2.0
1090,16,2023-06-06,Feature request,closed,2.0
1091,85,2023-05-13,Bug,pending,
1092,309,2023-01-28,Onboarding,closed,3.0
1093,155,2023-06-10,Feature request,pending,3.0
1094,157,2023-04-27,Feature request,pending,
1095,211,2023-05-15,Onboarding,closed,5.0
1096,226,2023-05-09,Onboarding,pending,
1097,119,2023-02-12,Billing,closed,2.0
1098,15,2023-06-20,Bug,closed,4.0
1099,142,2023-03-03,Billing,closed,2.0
1100,156,2023-03-26,Feature request,closed,3.0
1101,79,2023-06-07,Bug,pending,4.0
1102,351,2023-04-05,Feature request,closed,4.0
1103,58,2023-04-29,Bug,closed,4.0
1104,84,2023-04-09,Feature request,closed,3.0
1105,251,2023-06-10,Bug,closed,1.0
1106,495,2023-02-26,Feature request,pending,2.0
1107,75,2023-01-10,Bug,closed,4.0
1108,383,2023-04-06,Billing,closed,3.0
1109,309,2023-04-11,Bug,closed,2.0
1110,294,2023-05-25,Billing,closed,3.0
1111,151,2023-03-24,Billing,closed,5.0
1112,297,2023-02-12,Bug,closed,2.0
1113,455,2023-03-01,Feature request,closed,5.0
1114,458,2023-03-11,Onboarding,closed,3.0
1115,333,2023-02-25,Billing,closed,2.0
1116,201,2023-02-03,Onboarding,closed,5.0
1117,284,2023-06-20,Onboarding,closed,5.0
1118,301,2023-05-12,Feature request,open,5.0
1119,211,2023-02-07,Onboarding,closed,5.0
1120,200,2023-05-11,Onboarding,pending,1.0
1121,153,2023-06-04,Bug,closed,4.0
1122,455,2023-04-07,Bug,closed,2.0
1123,350,2023-05-08,Feature request,closed,3.0
1124,381,2023-04-30,Bug,pending,
1125,34,2023-04-13,Bug,closed,
1126,119,2023-01-16,Billing,pending,
1127,244,2023-06-12,Bug,closed,1.0
1128,392,2023-01-14,Feature request,closed,3.0
1129,409,2023-04-13,Feature request,pending,
1130,49,2023-02-15,Bug,closed,3.0
1131,118,2023-03-31,Onboarding,closed,3.0
1132,367,2023-05-25,Onboarding,open,2.0
1133,177,2023-01-20,Bug,closed,4.0
1134,213,2023-02-05,Onboarding,closed,4.0
1135,92,2023-02-07,Feature request,closed,2.0
1136,189,2023-01-07,Billing,closed,3.0
1137,473,2023-05-16,Feature request,pending,
1138,454,2023-06-22,Onboarding,closed,2.0
1139,330,2023-06-26,Bug,open,5.0
1140,395,2023-05-06,Feature request,closed,2.0
1141,357,2023-01-11,Bug,pending,3.0
1142,2,2023-06-04,Bug,closed,4.0
1143,38,2023-05-08,Feature request,pending,2.0
1144,370,2023-05-05,Billing,closed,2.0
1145,452,2023-05-29,Bug,open,
1146,26,2023-03-25,Feature request,open,1.0
1147,239,2023-01-22,Bug,closed,4.0
1148,221,2023-04-26,Bug,closed,3.0
1149,347,2023-01-14,Feature request,open,4.0
1150,63,2023-01-12,Bug,closed,5.0
1151,180,2023-06-01,Feature request,closed,1.0
1152,401,2023-02-26,Bug,closed,3.0
1153,441,2023-05-25,Feature request,closed,2.0
1154,154,2023-05-19,Bug,open,2.0
1155,137,2023-04-01,Billing,pending,3.0
1156,88,2023-03-03,Bug,closed,1.0
1157,84,2023-06-21,Bug,pending,5.0
1158,336,2023-04-01,Feature request,pending,3.0
1159,32,2023-02-23,Billing,closed,5.0
1160,384,2023-03-08,Feature request,closed,5.0
1161,67,2023-03-27,Onboarding,pending,2.0
1162,205,2023-06-15,Billing,pending,3.0
1163,234,2023-05-05,Feature request,closed,3.0
1164,374,2023-04-25,Onboarding,open,4.0
1165,428,2023-03-21,Bug,closed,5.0
1166,276,2023-04-11,Onboarding,open,5.0
1167,385,2023-02-16,Onboarding,closed,3.0
1168,97,2023-01-17,Billing,closed,5.0
1169,157,2023-02-18,Bug,open,3.0
1170,377,2023-05-17,Billing,pending,4.0
1171,146,2023-01-15,Feature request,pending,5.0
1172,237,2023-05-20,Billing,open,2.0
1173,164,2023-04-02,Bug,pending,5.0
1174,487,2023-01-05,Billing,closed,
1175,376,2023-04-14,Feature request,closed,5.0
1176,251,2023-02-03,Bug,closed,2.0
1177,200,2023-06-02,Bug,closed,
1178,269,2023-03-08,Billing,closed,5.0
1179,184,2023-04-10,Bug,closed,4.0
1180,213,2023-06-28,Feature request,closed,
1181,255,2023-04-17,Bug,pending,1.0
1182,196,2023-05-31,Onboarding,closed,5.0
1183,409,2023-04-30,Feature request,closed,2.0
1184,62,2023-02-15,Feature request,closed,1.0
1185,21,2023-05-05,Onboarding,closed,5.0
1186,314,2023-04-07,Feature request,pending,4.0
1187,378,2023-04-07,Onboarding,closed,3.0
1188,472,2023-03-16,Onboarding,closed,3.0
1189,94,2023-01-10,Bug,closed,2.0
1190,459,2023-03-23,Feature request,closed,3.0
1191,333,2023-01-11,Feature request,pending,3.0
1192,448,2023-04-29,Billing,closed,5.0
1193,240,2023-03-25,Onboarding,closed,3.0
1194,338,2023-01-07,Feature request,closed,3.0
1195,356,2023-02-16,Feature request,closed,3.0
1196,483,2023-02-16,Onboarding,closed,1.0
1197,219,2023-02-12,Bug,closed,1.0
1198,399,2023-05-12,Feature request,closed,5.0
1199,377,2023-05-22,Onboarding,closed,5.0
1200,63,2023-01-14,Bug,closed,4.0
1201,275,2023-01-04,Billing,closed,
1202,153,2023-05-04,Feature request,closed,3.0
1203,151,2023-05-28,Bug,closed,4.0
1204,485,2023-02-20,Onboarding,closed,5.0
1205,304,2023-05-24,Onboarding,pending,2.0
1206,252,2023-02-06,Onboarding,closed,3.0
1207,142,2023-02-01,Bug,closed,3.0
1208,372,2023-05-27,Feature request,pending,5.0
1209,204,2023-03-17,Billing,pending,2.0
1210,145,2023-04-09,Bug,open,
1211,39,2023-01-20,Bug,open,
1212,334,2023-02-14,Billing,closed,3.0
1213,204,2023-01-19,Feature request,closed,1.0
1214,425,2023-06-07,Feature request,pending,5.0
1215,211,2023-06-03,Billing,closed,1.0
1216,208,2023-01-05,Bug,open,5.0
1217,103,2023-06-23,Billing,open,5.0
1218,325,2023-06-23,Onboarding,closed,2.0
1219,93,2023-05-09,Bug,pending,5.0
1220,468,2023-03-06,Billing,open,1.0
1221,329,2023-02-22,Billing,closed,4.0
1222,5,2023-01-30,Feature request,closed,4.0
1223,73,2023-02-26,Onboarding,closed,3.0
1224,186,2023-06-19,Feature request,pending,3.0
1225,202,2023-01-14,Bug,pending,3.0
1226,494,2023-03-11,Feature request,closed,2.0
1227,478,2023-03-10,Bug,Closed ,4.0
1228,419,2023-05-22,Billing,open,4.0
1229,371,2023-01-04,Billing,closed,2.0
1230,267,2023-01-31,Onboarding,closed,
1231,121,2023-06-28,Onboarding,closed,1.0
1232,63,2023-03-01,Onboarding,pending,
1233,136,2023-01-27,Onboarding,pending,5.0
1234,452,2023-05-27,Feature request,pending,3.0
