usage_id,account_id,event_date,feature_name,events_count,active_users
1197,34,2023-01-11,chat_completion,5,31
1198,302,2023-03-05,chat_completion,7,11
1199,237,2023-05-18,chat_completion,5,37
1200,394,2023-05-17,chat_completion,5,15
1201,408,2023-02-27,chat_completion,5,32
1202,13,2023-02-17,code_assist,3,14
1203,10,2023-03-23,code_assist,7,2
1204,8,2023-01-01,code_assist,9,50
1205,363,2023-03-20,chat_completion,4,6
1206,254,2023-06-25,chat_completion,7,50
1207,290,2023-06-06,code_assist,3,47
1208,189,2023-05-14,chat_completion,6,6
1209,282,2023-02-07,dashboard_export,5,36
1210,238,2023-06-08,data_insights,3,13
1211,275,2023-01-16,dashboard_export,7,40
1212,492,2023-03-05,code_assist,4,16
1213,269,2023-01-15,data_insights,0,33
1214,302,2023-02-02,data_insights,8,2
1215,230,2023-02-06,dashboard_export,3,33
1216,416,2023-02-09,data_insights,7,32
1217,21,2023-01-02,data_insights,7,15
1218,380,2023-01-15,code_assist,8,49
1219,390,2023-04-24,chat_completion,5,1
1220,33,2023-06-01,dashboard_export,2,48
1221,83,2023-02-14,data_insights,6,42
1222,342,2023-01-05,data_insights,8,34
1223,230,2023-05-01,data_insights,6,29
1224,498,2023-06-14,data_insights,6,25
1225,433,2023-04-17,dashboard_export,5,19
1226,338,2023-06-27,data_insights,5,8
1227,148,2023-02-04,dashboard_export,8,1
1228,251,2023-06-07,code_assist,8,29
1229,296,2023-05-27,dashboard_export,8,46
1230,364,2023-03-21,code_assist,9,46
1231,298,2023-03-19,code_assist,6,26
1232,58,2023-01-01,data_insights,7,32
1233,458,2023-04-12,dashboard_export,5,6
1234,305,2023-03-03,chat_completion,9,11
1235,24,2023-02-16,data_insights,12,7
1236,201,2023-04-29,code_assist,4,49
1237,289,2023-05-05,chat_completion,10,30
1238,281,2023-05-06,chat_completion,3,48
1239,285,2023-01-22,data_insights,2,30
1240,496,2023-02-02,chat_completion,9,23
1241,85,2023-04-06,chat_completion,3,36
1242,266,2023-05-10,data_insights,4,22
1243,170,2023-03-01,dashboard_export,8,21
1244,165,2023-04-18,dashboard_export,6,2
1245,267,2023-05-30,chat_completion,5,31
1246,50,2023-03-13,chat_completion,8,12
1247,185,2023-02-13,chat_completion,4,15
1248,351,2023-05-04,code_assist,5,27
1249,276,2023-03-16,dashboard_export,6,5
1250,77,2023-03-05,code_assist,8,41
1251,447,2023-04-19,code_assist,4,10
1252,278,2023-01-16,chat_completion,3,43
1253,342,2023-05-11,chat_completion,8,23
1254,73,2023-03-05,code_assist,3,27
1255,118,2023-02-22,dashboard_export,2,23
1256,219,2023-02-17,dashboard_export,8,21
1257,169,2023-06-28,data_insights,4,39
1258,263,2023-03-14,chat_completion,10,3
1259,191,2023-04-23,chat_completion,1,44
1260,164,2023-03-16,dashboard_export,8,10
1261,136,2023-04-09,chat_completion,8,27
1262,10,2023-04-15,dashboard_export,6,9
1263,391,2023-03-08,chat_completion,4,41
1264,148,2023-01-08,data_insights,4,11
1265,311,2023-05-05,dashboard_export,4,29
1266,390,2023-04-03,data_insights,3,33
1267,137,2023-02-01,dashboard_export,5,12
1268,285,2023-06-03,code_assist,4,47
1269,429,2023-03-11,dashboard_export,9,29
1270,300,2023-05-15,chat_completion,6,36
1271,246,2023-02-18,code_assist,7,31
1272,137,2023-03-19,code_assist,3,33
1273,273,2023-05-13,code_assist,4,37
1274,314,2023-06-22,dashboard_export,4,43
1275,63,2023-02-13,dashboard_export,2,19
1276,311,2023-05-21,dashboard_export,2,44
1277,136,2023-02-25,data_insights,4,49
1278,97,2023-05-24,code_assist,7,17
1279,477,2023-03-08,code_assist,4,40
1280,411,2023-04-26,chat_completion,8,34
1281,264,2023-01-10,chat_completion,3,23
1282,131,2023-05-03,data_insights,5,40
1283,482,2023-03-12,dashboard_export,5,28
1284,217,2023-03-04,dashboard_export,7,49
1285,357,2023-01-22,code_assist,3,43
1286,6,2023-06-13,data_insights,4,37
1287,382,2023-03-08,data_insights,3,22
1288,416,2023-06-15,dashboard_export,5,28
1289,403,2023-05-08,code_assist,6,24
1290,470,2023-04-09,dashboard_export,6,12
1291,23,2023-02-18,code_assist,6,30
1292,98,2023-01-14,dashboard_export,6,17
1293,160,2023-03-20,chat_completion,9,32
1294,83,2023-03-08,dashboard_export,6,31
1295,378,2023-02-27,chat_completion,4,48
1296,278,2023-01-21,dashboard_export,11,37
1297,358,2023-04-21,dashboard_export,5,15
1298,293,2023-06-03,chat_completion,6,2
1299,497,2023-06-06,dashboard_export,7,38
1300,169,2023-06-07,dashboard_export,7,13
1301,385,2023-03-14,code_assist,4,33
1302,208,2023-01-10,chat_completion,1,29
1303,448,2023-04-05,code_assist,5,10
1304,58,2023-05-16,data_insights,6,40
1305,156,2023-06-08,dashboard_export,6,50
1306,73,2023-05-01,chat_completion,7,49
1307,206,2023-05-04,chat_completion,13,16
1308,264,2023-06-14,data_insights,3,45
1309,304,2023-03-24,data_insights,6,28
1310,241,2023-01-29,chat_completion,5,27
1311,405,2023-04-21,data_insights,2,43
1312,180,2023-06-02,chat_completion,3,14
1313,274,2023-03-29,code_assist,6,16
1314,93,2023-03-04,dashboard_export,7,48
1315,331,2023-03-27,dashboard_export,4,1
1316,189,2023-05-08,chat_completion,4,40
1317,341,2023-03-01,code_assist,5,35
1318,167,2023-02-08,code_assist,0,22
1319,151,2023-02-02,data_insights,2,22
1320,180,2023-03-19,code_assist,11,13
1321,322,2023-03-01,data_insights,6,42
1322,246,2023-04-28,chat_completion,4,26
1323,276,2023-05-25,data_insights,8,18
1324,290,2023-01-15,code_assist,3,29
1325,267,2023-01-31,code_assist,5,27
1326,474,2023-02-01,dashboard_export,3,43
1327,2,2023-06-27,dashboard_export,6,25
1328,231,2023-02-02,dashboard_export,5,2
1329,293,2023-05-17,code_assist,3,15
1330,67,2023-05-15,dashboard_export,7,45
1331,418,2023-02-16,chat_completion,6,7
1332,459,2023-05-25,chat_completion,3,23
1333,370,2023-03-01,data_insights,5,21
1334,465,2023-02-15,data_insights,2,22
1335,461,2023-01-12,chat_completion,7,5
1336,424,2023-02-18,dashboard_export,4,18
1337,286,2023-06-13,code_assist,7,8
1338,396,2023-04-28,code_assist,6,20
1339,329,2023-06-11,code_assist,5,47
1340,473,2023-02-14,chat_completion,-1,11
1341,49,2023-03-12,chat_completion,3,17
1342,9,2023-02-07,chat_completion,1,18
1343,466,2023-04-20,code_assist,4,48
1344,334,2023-03-26,dashboard_export,3,27
1345,374,2023-05-21,data_insights,9,23
1346,91,2023-06-18,dashboard_export,3,48
1347,133,2023-02-14,chat_completion,5,18
1348,179,2023-02-15,dashboard_export,3,1
1349,28,2023-01-17,code_assist,5,24
1350,479,2023-02-20,dashboard_export,6,37
1351,284,2023-02-16,code_assist,3,22
1352,430,2023-03-23,chat_completion,7,12
1353,2,2023-04-28,data_insights,4,18
1354,417,2023-05-16,data_insights,5,40
1355,34,2023-04-20,dashboard_export,4,17
1356,29,2023-04-18,dashboard_export,7,30
1357,76,2023-01-27,chat_completion,4,49
1358,105,2023-01-02,dashboard_export,8,42
1359,241,2023-03-31,data_insights,8,18
1360,3,2023-03-31,dashboard_export,3,36
1361,307,2023-02-15,dashboard_export,7,48
1362,393,2023-06-18,chat_completion,4,7
1363,274,2023-05-30,chat_completion,6,46
1364,358,2023-01-22,data_insights,7,32
1365,444,2023-01-17,code_assist,9,2
1366,325,2023-05-15,code_assist,6,43
1367,462,2023-03-11,dashboard_export,5,8
1368,491,2023-06-02,code_assist,5,7
1369,289,2023-06-15,dashboard_export,7,36
1370,455,2023-02-23,chat_completion,0,15
1371,203,2023-05-01,code_assist,7,42
1372,93,2023-06-05,chat_completion,10,39
1373,370,2023-06-16,code_assist,4,47
1374,103,2023-01-17,chat_completion,6,32
1375,10,2023-05-10,chat_completion,5,31
1376,359,2023-01-04,data_insights,6,6
1377,471,2023-06-24,chat_completion,3,10
1378,221,2023-01-26,code_assist,3,22
1379,322,2023-01-09,chat_completion,1,30
1380,341,2023-05-10,dashboard_export,4,39
1381,19,2023-03-24,chat_completion,3,23
1382,110,2023-05-15,chat_completion,1,3
1383,419,2023-02-08,data_insights,4,43
1384,401,2023-06-23,data_insights,2,29
1385,55,2023-05-23,code_assist,6,1
1386,212,2023-03-04,dashboard_export,4,22
1387,412,2023-03-15,data_insights,7,31
1388,233,2023-05-31,dashboard_export,2,34
1389,463,2023-04-02,code_assist,2,11
1390,205,2023-06-11,code_assist,5,39
1391,439,2023-06-04,data_insights,5,44
1392,136,2023-05-14,chat_completion,0,10
1393,174,2023-01-07,data_insights,3,22
1394,191,2023-05-29,code_assist,10,19
1395,175,2023-06-28,code_assist,7,43
1396,417,2023-01-23,dashboard_export,0,36
1397,317,2023-04-23,data_insights,4,37
1398,341,2023-06-13,code_assist,3,13
1399,450,2023-01-19,data_insights,5,8
1400,306,2023-04-24,chat_completion,7,22
1401,355,2023-01-22,dashboard_export,4,3
1402,427,2023-06-12,data_insights,5,17
1403,46,2023-01-15,chat_completion,5,9
1404,421,2023-03-08,code_assist,6,15
1405,252,2023-03-15,chat_completion,5,12
1406,47,2023-06-07,chat_completion,4,48
1407,98,2023-02-24,chat_completion,5,50
1408,366,2023-01-13,dashboard_export,5,3
1409,287,2023-02-26,data_insights,5,45
1410,419,2023-04-19,dashboard_export,5,23
1411,131,2023-01-21,data_insights,5,31
1412,435,2023-06-21,data_insights,10,27
1413,216,2023-06-12,chat_completion,0,43
1414,45,2023-01-16,chat_completion,2,43
1415,308,2023-06-04,chat_completion,3,36
1416,146,2023-01-04,data_insights,8,14
1417,91,2023-02-13,chat_completion,7,1
1418,388,2023-02-10,data_insights,2,23
1419,427,2023-06-14,dashboard_export,7,2
1420,321,2023-02-15,code_assist,5,21
1421,148,2023-03-01,dashboard_export,4,39
1422,335,2023-04-09,dashboard_export,0,17
1423,414,2023-02-02,chat_completion,4,22
1424,491,2023-02-16,dashboard_export,5,49
1425,71,2023-01-29,code_assist,4,2
1426,421,2023-02-01,chat_completion,7,33
1427,357,2023-01-03,code_assist,3,2
1428,417,2023-04-04,dashboard_export,3,8
1429,398,2023-05-01,dashboard_export,5,14
1430,49,2023-05-02,dashboard_export,2,5
1431,36,2023-03-21,code_assist,6,32
1432,376,2023-05-10,data_insights,4,17
1433,269,2023-05-04,data_insights,5,10
1434,55,2023-06-03,data_insights,2,20
1435,442,2023-01-07,code_assist,3,18
1436,377,2023-06-05,code_assist,7,10
1437,252,2023-05-12,data_insights,-1,5
1438,90,2023-03-22,chat_completion,2,23
1439,67,2023-05-12,dashboard_export,6,28
1440,320,2023-02-22,code_assist,7,38
1441,128,2023-02-20,data_insights,5,12
1442,414,2023-02-15,code_assist,4,2
1443,78,2023-03-04,data_insights,6,11
1444,264,2023-02-19,code_assist,4,21
1445,10,2023-05-18,code_assist,4,21
1446,242,2023-06-03,code_assist,5,4
1447,155,2023-03-14,data_insights,5,48
1448,308,2023-06-01,dashboard_export,4,40
1449,116,2023-03-10,data_insights,5,7
1450,345,2023-02-22,code_assist,6,32
1451,366,2023-01-25,code_assist,7,41
1452,40,2023-02-16,code_assist,6,9
1453,313,2023-02-11,chat_completion,3,5
1454,177,2023-06-22,data_insights,4,45
1455,100,2023-03-02,data_insights,0,46
1456,262,2023-05-23,dashboard_export,7,14
1457,333,2023-01-23,chat_completion,6,35
1458,425,2023-04-12,data_insights,2,28
1459,69,2023-06-20,chat_completion,5,2
1460,50,2023-06-06,dashboard_export,5,27
1461,29,2023-06-12,data_insights,5,8
1462,167,2023-01-31,code_assist,4,13
1463,287,2023-05-19,code_assist,3,8
1464,427,2023-03-29,chat_completion,5,46
1465,80,2023-03-12,code_assist,1,34
1466,75,2023-01-25,chat_completion,3,31
1467,430,2023-04-28,dashboard_export,2,40
1468,277,2023-03-01,data_insights,5,41
1469,174,2023-06-16,data_insights,3,30
1470,371,2023-04-06,data_insights,4,28
1471,195,2023-01-25,dashboard_export,4,7
1472,225,2023-06-27,chat_completion,4,8
1473,99,2023-04-17,chat_completion,11,18
1474,15,2023-02-27,chat_completion,3,27
1475,451,2023-01-27,chat_completion,5,24
1476,309,2023-05-06,dashboard_export,7,25
1477,281,2023-05-17,dashboard_export,4,11
1478,456,2023-04-21,data_insights,8,9
1479,314,2023-04-09,data_insights,5,18
1480,318,2023-04-14,chat_completion,5,40
1481,127,2023-01-13,chat_completion,3,8
1482,193,2023-02-22,chat_completion,4,26
1483,216,2023-05-10,code_assist,6,11
1484,30,2023-03-26,dashboard_export,4,7
1485,152,2023-02-28,dashboard_export,0,15
1486,480,2023-02-15,dashboard_export,2,43
1487,351,2023-04-23,chat_completion,4,12
1488,176,2023-06-24,data_insights,2,29
1489,41,2023-05-28,code_assist,3,18
1490,137,2023-04-07,chat_completion,3,3
1491,468,2023-02-24,chat_completion,1,28
1492,56,2023-01-21,data_insights,5,31
1493,104,2023-06-07,chat_completion,2,7
1494,110,2023-01-14,data_insights,5,8
1495,147,2023-02-24,data_insights,7,32
1496,157,2023-03-21,data_insights,6,22
1497,382,2023-04-14,chat_completion,3,43
1498,361,2023-03-07,chat_completion,6,1
1499,75,2023-02-26,dashboard_export,4,30
1500,471,2023-05-16,dashboard_export,5,10
1501,20,2023-05-09,dashboard_export,4,8
1502,286,2023-04-02,data_insights,2,16
1503,105,2023-06-24,dashboard_export,7,18
1504,293,2023-05-14,chat_completion,6,32
1505,326,2023-06-16,dashboard_export,9,7
1506,46,2023-02-06,code_assist,11,23
1507,44,2023-03-03,chat_completion,3,4
1508,188,2023-02-11,dashboard_export,10,38
1509,469,2023-01-06,data_insights,9,30
1510,291,2023-06-16,chat_completion,5,39
1511,393,2023-06-21,data_insights,3,17
1512,94,2023-04-06,dashboard_export,2,26
1513,469,2023-04-09,code_assist,4,27
1514,149,2023-06-22,data_insights,4,35
1515,132,2023-01-20,data_insights,2,22
1516,229,2023-03-27,code_assist,3,30
1517,220,2023-06-01,code_assist,3,17
1518,344,2023-02-18,dashboard_export,1,24
1519,233,2023-05-09,data_insights,2,32
1520,431,2023-04-22,code_assist,4,43
1521,123,2023-01-02,data_insights,8,28
1522,445,2023-01-06,dashboard_export,5,32
1523,464,2023-04-08,data_insights,10,47
1524,34,2023-06-27,data_insights,3,46
1525,446,2023-01-18,chat_completion,5,13
1526,28,2023-06-25,data_insights,5,30
1527,361,2023-05-17,dashboard_export,3,14
1528,82,2023-03-20,data_insights,3,26
1529,399,2023-02-26,chat_completion,2,46
1530,299,2023-05-01,code_assist,7,43
1531,297,2023-06-03,code_assist,5,21
1532,96,2023-01-21,dashboard_export,3,17
1533,361,2023-04-06,chat_completion,4,15
1534,275,2023-06-12,chat_completion,6,49
1535,488,2023-05-29,data_insights,6,19
1536,360,2023-05-26,code_assist,4,50
1537,72,2023-05-11,code_assist,3,29
1538,191,2023-02-19,code_assist,2,12
1539,88,2023-04-27,data_insights,9,16
1540,405,2023-04-01,code_assist,8,1
1541,396,2023-05-29,dashboard_export,10,16
1542,78,2023-01-26,code_assist,2,40
1543,6,2023-02-16,code_assist,1,37
1544,180,2023-02-16,code_assist,4,29
1545,43,2023-02-23,chat_completion,5,4
1546,350,2023-03-02,dashboard_export,3,35
1547,376,2023-01-09,data_insights,1,33
1548,7,2023-06-26,chat_completion,6,31
1549,118,2023-05-06,data_insights,2,23
1550,245,2023-04-14,data_insights,6,42
1551,385,2023-03-11,code_assist,2,34
1552,60,2023-02-06,dashboard_export,6,17
1553,206,2023-04-27,data_insights,4,37
1554,34,2023-04-07,code_assist,2,18
1555,264,2023-04-22,dashboard_export,2,33
1556,403,2023-02-14,dashboard_export,5,44
1557,429,2023-01-29,dashboard_export,5,20
1558,149,2023-04-24,data_insights,5,49
1559,201,2023-03-15,data_insights,9,18
1560,477,2023-05-16,chat_completion,5,47
1561,283,2023-02-12,dashboard_export,5,16
1562,346,2023-02-13,dashboard_export,7,40
1563,288,2023-02-11,code_assist,4,41
1564,29,2023-05-08,code_assist,5,27
1565,251,2023-05-22,chat_completion,6,16
1566,156,2023-06-24,data_insights,5,5
1567,106,2023-06-06,dashboard_export,4,39
1568,59,2023-04-01,dashboard_export,2,33
1569,489,2023-04-13,data_insights,6,49
1570,107,2023-03-14,chat_completion,8,49
1571,35,2023-02-28,data_insights,5,40
1572,433,2023-03-27,code_assist,6,20
1573,468,2023-01-26,dashboard_export,9,43
1574,196,2023-02-01,dashboard_export,3,31
1575,154,2023-04-28,chat_completion,3,19
1576,23,2023-05-14,chat_completion,1,20
1577,59,2023-05-14,data_insights,6,23
1578,162,2023-02-04,code_assist,5,41
1579,179,2023-03-06,chat_completion,6,5
1580,342,2023-06-18,chat_completion,5,2
1581,458,2023-04-02,dashboard_export,4,23
1582,164,2023-02-08,dashboard_export,5,25
1583,325,2023-02-02,chat_completion,6,29
1584,102,2023-02-02,chat_completion,4,29
1585,369,2023-04-28,data_insights,7,1
1586,234,2023-01-28,dashboard_export,4,22
1587,69,2023-01-23,chat_completion,4,19
1588,283,2023-05-14,dashboard_export,3,37
1589,368,2023-05-04,chat_completion,6,35
1590,127,2023-04-02,chat_completion,5,42
1591,28,2023-04-24,code_assist,7,9
1592,196,2023-03-12,data_insights,5,1
1593,363,2023-06-02,code_assist,3,46
1594,315,2023-01-04,dashboard_export,1,9
1595,462,2023-05-13,code_assist,8,47
1596,441,2023-03-25,data_insights,6,49
1597,139,2023-06-27,data_insights,5,12
1598,450,2023-06-20,code_assist,4,47
1599,374,2023-03-22,chat_completion,5,45
1600,364,2023-02-01,code_assist,4,5
1601,3,2023-05-02,code_assist,5,16
1602,184,2023-01-14,code_assist,3,3
1603,367,2023-01-22,data_insights,9,3
1604,286,2023-06-26,code_assist,2,10
1605,418,2023-05-15,code_assist,6,40
1606,231,2023-02-23,code_assist,2,23
1607,31,2023-06-27,dashboard_export,7,17
1608,154,2023-06-28,code_assist,5,4
1609,289,2023-06-24,dashboard_export,8,23
1610,168,2023-06-26,data_insights,8,7
1611,91,2023-06-19,dashboard_export,4,48
1612,279,2023-01-20,data_insights,8,33
1613,347,2023-04-14,code_assist,3,33
1614,487,2023-04-10,dashboard_export,6,16
1615,153,2023-05-23,data_insights,5,19
1616,93,2023-01-01,data_insights,3,18
1617,234,2023-02-23,data_insights,2,26
1618,202,2023-06-27,chat_completion,3,7
1619,274,2023-04-11,data_insights,4,45
1620,487,2023-03-15,code_assist,4,14
1621,127,2023-03-24,data_insights,5,47
1622,110,2023-04-04,dashboard_export,3,23
1623,382,2023-04-28,data_insights,4,39
1624,305,2023-01-22,data_insights,0,19
1625,6,2023-06-11,dashboard_export,4,16
1626,188,2023-06-23,chat_completion,4,28
1627,36,2023-05-16,chat_completion,3,25
1628,175,2023-04-13,data_insights,4,46
1629,130,2023-04-28,data_insights,5,50
1630,353,2023-01-31,dashboard_export,4,3
1631,190,2023-02-03,code_assist,2,14
1632,63,2023-05-05,dashboard_export,3,49
1633,294,2023-04-09,code_assist,7,38
1634,262,2023-02-26,dashboard_export,6,2
1635,291,2023-01-10,data_insights,6,45
1636,334,2023-06-23,code_assist,5,45
1637,149,2023-04-29,code_assist,5,1
1638,332,2023-03-30,data_insights,6,8
1639,419,2023-02-16,chat_completion,7,30
1640,469,2023-06-24,chat_completion,6,31
1641,167,2023-04-30,chat_completion,8,23
1642,75,2023-01-14,dashboard_export,3,7
1643,228,2023-04-20,dashboard_export,3,1
1644,44,2023-02-12,chat_completion,2,21
1645,83,2023-05-22,chat_completion,3,34
1646,229,2023-03-24,code_assist,5,41
1647,101,2023-03-17,dashboard_export,7,2
1648,397,2023-02-10,dashboard_export,4,36
1649,386,2023-02-14,chat_completion,5,48
1650,444,2023-03-23,dashboard_export,4,33
1651,152,2023-06-09,code_assist,5,13
1652,241,2023-05-02,dashboard_export,12,32
1653,83,2023-04-20,chat_completion,1,39
1654,450,2023-06-09,chat_completion,9,48
1655,313,2023-04-29,chat_completion,4,36
1656,271,2023-05-04,data_insights,8,48
1657,101,2023-01-17,dashboard_export,4,22
1658,452,2023-01-05,chat_completion,5,28
1659,303,2023-05-02,code_assist,6,4
1660,359,2023-02-25,dashboard_export,3,46
1661,344,2023-01-22,data_insights,4,20
1662,443,2023-05-06,dashboard_export,9,7
1663,294,2023-06-11,data_insights,5,31
1664,160,2023-05-24,dashboard_export,8,33
1665,268,2023-05-22,dashboard_export,5,43
1666,74,2023-03-29,data_insights,8,29
1667,500,2023-04-04,code_assist,7,15
1668,29,2023-03-01,dashboard_export,7,27
1669,74,2023-04-04,chat_completion,5,10
1670,411,2023-04-24,chat_completion,6,12
1671,79,2023-06-18,chat_completion,4,18
1672,283,2023-04-20,chat_completion,5,46
1673,422,2023-03-19,chat_completion,6,4
1674,456,2023-04-25,dashboard_export,3,20
1675,12,2023-03-07,chat_completion,4,20
1676,391,2023-03-23,chat_completion,5,4
1677,17,2023-03-19,data_insights,7,28
1678,226,2023-05-10,code_assist,3,1
1679,232,2023-02-14,chat_completion,3,23
1680,113,2023-06-10,code_assist,4,33
1681,178,2023-05-22,chat_completion,1,14
1682,406,2023-04-22,dashboard_export,4,29
1683,67,2023-01-25,code_assist,5,31
1684,284,2023-03-21,data_insights,4,40
1685,265,2023-06-09,data_insights,7,26
1686,256,2023-02-13,dashboard_export,2,8
1687,363,2023-03-26,code_assist,3,42
1688,180,2023-05-21,data_insights,3,47
1689,159,2023-04-29,code_assist,3,34
1690,174,2023-01-26,chat_completion,6,39
1691,387,2023-02-02,chat_completion,6,26
1692,314,2023-03-28,chat_completion,3,28
1693,280,2023-06-01,dashboard_export,3,25
1694,17,2023-06-21,data_insights,7,40
1695,365,2023-06-11,dashboard_export,1,3
1696,163,2023-05-06,dashboard_export,0,50
1697,108,2023-03-04,dashboard_export,3,30
1698,294,2023-01-11,dashboard_export,4,41
1699,238,2023-03-31,chat_completion,3,5
1700,154,2023-04-19,code_assist,1,17
1701,143,2023-03-31,dashboard_export,7,17
1702,195,2023-02-04,code_assist,10,46
1703,17,2023-03-27,dashboard_export,6,41
1704,27,2023-01-10,dashboard_export,5,9
1705,80,2023-06-18,dashboard_export,6,42
1706,200,2023-05-17,data_insights,6,9
1707,109,2023-05-30,dashboard_export,4,11
1708,306,2023-06-18,data_insights,7,6
1709,97,2023-06-25,code_assist,2,14
1710,194,2023-03-17,code_assist,4,25
1711,220,2023-05-29,dashboard_export,5,14
1712,163,2023-06-26,chat_completion,6,40
1713,293,2023-03-20,data_insights,6,5
1714,377,2023-04-01,code_assist,4,22
1715,459,2023-02-25,data_insights,3,13
1716,157,2023-04-12,data_insights,12,17
1717,41,2023-05-04,data_insights,5,28
1718,179,2023-06-08,dashboard_export,3,20
1719,112,2023-05-09,dashboard_export,5,32
1720,205,2023-05-25,data_insights,8,3
1721,209,2023-02-22,chat_completion,3,15
1722,197,2023-04-30,data_insights,5,4
1723,280,2023-03-25,dashboard_export,10,41
1724,406,2023-02-08,data_insights,3,45
1725,457,2023-01-29,code_assist,3,10
1726,390,2023-05-22,dashboard_export,2,40
1727,475,2023-06-06,data_insights,6,47
1728,373,2023-01-17,dashboard_export,7,13
1729,31,2023-03-19,dashboard_export,6,14
1730,390,2023-02-07,dashboard_export,3,17
1731,357,2023-05-26,code_assist,3,25
1732,113,2023-06-23,code_assist,7,17
1733,228,2023-06-17,dashboard_export,3,21
1734,453,2023-06-04,chat_completion,5,34
1735,24,2023-01-04,dashboard_export,6,13
1736,400,2023-04-12,dashboard_export,4,2
1737,459,2023-04-30,chat_completion,3,38
1738,416,2023-01-05,code_assist,5,33
1739,275,2023-02-09,chat_completion,2,39
1740,419,2023-02-08,data_insights,5,36
1741,485,2023-04-02,chat_completion,5,27
1742,293,2023-04-17,data_insights,4,18
1743,210,2023-03-21,dashboard_export,5,22
1744,318,2023-02-27,code_assist,8,50
1745,25,2023-05-31,dashboard_export,2,36
1746,222,2023-05-20,data_insights,6,25
1747,26,2023-03-07,data_insights,5,46
1748,412,2023-03-19,chat_completion,5,45
1749,381,2023-05-09,chat_completion,2,23
1750,242,2023-06-23,data_insights,4,18
1751,361,2023-06-25,dashboard_export,3,36
1752,47,2023-01-28,dashboard_export,4,3
1753,139,2023-05-09,dashboard_export,2,9
1754,452,2023-03-23,chat_completion,4,49
1755,29,2023-04-12,code_assist,6,2
1756,320,2023-04-30,data_insights,7,42
1757,54,2023-06-29,data_insights,5,8
1758,157,2023-03-02,chat_completion,3,30
1759,15,2023-01-28,data_insights,4,37
1760,417,2023-06-11,data_insights,3,40
1761,27,2023-02-12,dashboard_export,6,38
1762,204,2023-04-09,data_insights,0,38
1763,91,2023-03-02,dashboard_export,4,32
1764,332,2023-02-02,code_assist,9,24
1765,280,2023-01-29,chat_completion,1,40
1766,289,2023-04-04,dashboard_export,5,26
1767,430,2023-01-26,dashboard_export,4,5
1768,313,2023-03-11,dashboard_export,7,2
1769,23,2023-02-16,code_assist,4,32
1770,47,2023-01-11,code_assist,5,31
1771,321,2023-02-13,dashboard_export,3,41
1772,324,2023-03-16,dashboard_export,2,29
1773,289,2023-01-26,code_assist,4,5
1774,384,2023-02-08,chat_completion,4,31
1775,240,2023-01-14,code_assist,1,37
1776,360,2023-03-30,data_insights,4,41
1777,62,2023-05-01,data_insights,5,4
1778,404,2023-05-21,chat_completion,7,48
1779,212,2023-05-12,data_insights,5,24
1780,66,2023-05-31,code_assist,2,39
1781,26,2023-04-14,chat_completion,5,49
1782,64,2023-06-27,data_insights,2,42
1783,149,2023-06-10,chat_completion,4,48
1784,178,2023-03-04,data_insights,2,2
1785,490,2023-03-21,data_insights,3,50
1786,207,2023-01-13,code_assist,7,18
1787,107,2023-01-22,data_insights,6,26
1788,284,2023-06-18,chat_completion,7,45
1789,273,2023-02-20,chat_completion,2,17
1790,434,2023-02-18,dashboard_export,2,13
1791,203,2023-01-25,dashboard_export,0,14
1792,88,2023-03-24,code_assist,8,43
1793,301,2023-01-26,data_insights,7,23
1794,436,2023-03-10,code_assist,5,28
1795,103,2023-05-17,code_assist,7,17
1796,317,2023-06-12,code_assist,1,1
1797,216,2023-01-23,data_insights,7,28
1798,417,2023-02-02,data_insights,7,29
1799,102,2023-03-03,dashboard_export,9,43
1800,430,2023-01-09,chat_completion,8,29
1801,191,2023-01-26,data_insights,13,34
1802,244,2023-03-25,data_insights,2,25
1803,29,2023-05-05,data_insights,10,29
1804,120,2023-06-17,dashboard_export,4,44
1805,38,2023-02-02,dashboard_export,6,26
1806,67,2023-04-01,data_insights,5,28
1807,150,2023-05-21,data_insights,4,2
1808,183,2023-03-28,code_assist,4,3
1809,9,2023-04-07,chat_completion,4,18
1810,32,2023-02-02,data_insights,3,44
1811,77,2023-05-31,code_assist,3,24
1812,12,2023-05-07,code_assist,5,42
1813,489,2023-06-02,chat_completion,1,10
1814,110,2023-04-07,data_insights,2,48
1815,396,2023-01-06,data_insights,6,18
1816,172,2023-05-16,dashboard_export,2,41
1817,393,2023-03-28,code_assist,5,3
1818,131,2023-02-04,dashboard_export,6,21
1819,34,2023-05-27,chat_completion,6,22
1820,294,2023-04-22,data_insights,6,6
1821,463,2023-04-25,code_assist,2,23
1822,196,2023-04-05,data_insights,3,44
1823,386,2023-06-03,dashboard_export,6,10
1824,243,2023-05-20,dashboard_export,4,30
1825,101,2023-05-26,code_assist,3,34
1826,17,2023-02-13,chat_completion,8,9
1827,141,2023-01-15,chat_completion,6,5
1828,292,2023-02-22,chat_completion,7,46
1829,295,2023-04-02,chat_completion,0,43
1830,472,2023-02-27,code_assist,3,45
1831,182,2023-01-08,chat_completion,3,43
1832,303,2023-04-24,dashboard_export,4,19
1833,65,2023-06-09,chat_completion,7,42
1834,175,2023-01-02,code_assist,5,40
1835,314,2023-03-15,chat_completion,2,15
1836,75,2023-03-30,dashboard_export,7,13
1837,67,2023-03-15,data_insights,3,48
